lead_id,seller_id,company_name,seller_category,service_name,seller_health_score,match_score
L110328,64000138,Srivastava Group,Packaging,Trustseal Pro,19,84
L110329,64000925,"Chana, Char and Suri",Machinery,IM Leader Pro,87,95
L110330,64000301,Chander-Karnik,Chemicals,Mini Dynamic Catalog (Annual),82,88
L110331,64000771,"Khosla, Sarkar and Uppal",Garments,IM IL,30,91
L110332,64000821,Dewan LLC,Leather,Trustseal Pro,89,81
L110333,64000649,Dhillon and Sons,Electronics,Free,90,75
L110334,64000847,Desai-Wagle,Electronics,Mini Dynamic Catalog (Monthly),95,81
L110335,64000696,Sarin and Sons,Packaging,IM Leader Pro,36,94
L110336,64000720,"Singh, Ratta and Rau",Leather,Mini Dynamic Catalog (Monthly),97,87
L110337,64000462,"Bumb, Lad and Bhardwaj",Garments,Free,51,79
L110338,64000403,"Sharaf, Loyal and Ganesh",Furniture,Free,75,82
L110339,64000935,Deshpande-Jani,Garments,Mini Dynamic Catalog (Monthly),23,77
L110340,64000277,"Chana, Lala and Sama",Garments,IM Leader Pro,89,71
L110341,64000789,Mannan-Dutt,Machinery,Mini Dynamic Catalog (Monthly),91,88
L110342,64000552,Trivedi and Sons,Agriculture,Mini Dynamic Catalog (Annual),85,90
L110343,64000771,"Khosla, Sarkar and Uppal",Garments,IM IL,30,92
L110344,64000453,Khosla-Krish,Agriculture,IM Star Pro,71,80
L110345,64000394,Rajagopalan-Dubey,Garments,Free,76,79
L110346,64000898,Srinivas-Bahl,Agriculture,Mini Dynamic Catalog (Monthly),56,96
L110347,64000939,"Sandal, Varughese and Chaudhuri",Electronics,IM Leader Pro,63,85
L110348,64000341,"Wagle, Bakshi and Arora",Leather,Free,87,80
L110349,64000126,Agrawal-Hegde,Chemicals,Free,75,90
L110350,64000996,"D’Alia, Aurora and Bhakta",Furniture,Mini Dynamic Catalog (Monthly),82,88
L110351,64000554,"Sahota, Brahmbhatt and Chhabra",Chemicals,Mini Dynamic Catalog (Monthly),26,79
L110352,64000444,Sabharwal Group,Furniture,Free,82,74
L110353,64000290,Banerjee-Brahmbhatt,Machinery,IM Star Pro,88,98
L110354,64000203,"Verma, Srivastava and Singhal",Packaging,Mini Dynamic Catalog (Annual),75,98
L110355,64000943,Tata PLC,Electronics,IM IL,28,99
L110356,64000762,"Tak, Bhattacharyya and Bali",Machinery,Maximiser Pro,43,86
L110357,64000566,Sandhu-Comar,Garments,Mini Dynamic Catalog (Monthly),30,71
L110358,64000613,Shankar Inc,Electronics,IM Leader Pro,52,85
L110359,64000375,Wadhwa Inc,Chemicals,Free,69,78
L110360,64000080,"Kadakia, Srinivasan and Sarraf",Furniture,Maximiser Pro,96,90
L110361,64000811,"Sarkar, Andra and Sarkar",Electronics,Mini Dynamic Catalog (Annual),90,99
L110362,64000416,Bail Ltd,Electronics,IM Leader Pro,87,80
L110363,64000652,Bains LLC,Chemicals,Mini Dynamic Catalog (Annual),50,70
L110364,64000698,Ram-Bhargava,Chemicals,Mini Dynamic Catalog (Monthly),24,90
L110365,64000206,Chaudry-Mane,Agriculture,Free,78,75
L110366,64000529,Dara-Bhavsar,Garments,IM Star Pro,73,98
L110367,64000510,Barad Inc,Electronics,Free,71,76
L110368,64000057,Yogi Ltd,Packaging,IM IL,70,86
L110369,64000235,"Chand, Sunder and Roy",Machinery,Mini Dynamic Catalog (Monthly),33,83
L110370,64000155,Bava-Luthra,Packaging,Free,88,98
L110371,64000091,Kala Group,Packaging,IM Star Pro,68,99
L110372,64000536,Chawla-Sule,Packaging,Trustseal Pro,22,87
L110373,64000917,Sangha Ltd,Packaging,IM IL,96,77
L110374,64000836,Khurana LLC,Electronics,Mini Dynamic Catalog (Monthly),73,89
L110375,64000728,"Bora, Chandra and Yohannan",Machinery,IM IL,45,74
L110376,64000983,Tank and Sons,Chemicals,IM Star Pro,42,97
L110377,64000702,Ahuja-Mallick,Chemicals,Free,47,81
L110378,64000112,"Warrior, Ahluwalia and Amble",Furniture,IM Leader Pro,22,93
L110379,64000133,"Samra, Bassi and Ray",Packaging,IM IL,31,97
L110380,64000118,Mangal LLC,Electronics,IM IL,59,82
L110381,64000546,Khalsa-Iyengar,Packaging,IM IL,88,72
L110382,64000114,"Baral, Chaudhuri and Banerjee",Garments,Maximiser Pro,94,93
L110383,64000122,Mani-Koshy,Leather,Mini Dynamic Catalog (Annual),62,83
L110384,64000635,Sem and Sons,Chemicals,Free,77,90
L110385,64000324,Randhawa Ltd,Packaging,Maximiser Pro,55,89
L110386,64000621,"Das, Sangha and Sandal",Packaging,Mini Dynamic Catalog (Annual),89,97
L110387,64000254,Sandal LLC,Furniture,IM IL,87,87
L110388,64000689,Gokhale and Sons,Machinery,Free,75,81
L110389,64000452,Bhatia Group,Leather,Mini Dynamic Catalog (Annual),80,84
L110390,64000959,"Kanda, Kulkarni and Yadav",Packaging,Mini Dynamic Catalog (Annual),15,84
L110391,64000292,D’Alia LLC,Packaging,Free,77,73
L110392,64000248,Banik-Vasa,Agriculture,Free,89,98
L110393,64000347,"Barman, Varty and Bahl",Agriculture,Mini Dynamic Catalog (Annual),98,81
L110394,64000753,Jha-Comar,Leather,Mini Dynamic Catalog (Monthly),20,91
L110395,64000720,"Singh, Ratta and Rau",Leather,Mini Dynamic Catalog (Monthly),97,72
L110396,64000100,"Sibal, Malhotra and Sharma",Chemicals,Free,89,81
L110397,64000248,Banik-Vasa,Agriculture,Free,89,90
L110398,64000294,Konda and Sons,Chemicals,IM IL,95,92
L110399,64000207,Bath-Ratta,Garments,Free,87,78
L110400,64000934,Raju LLC,Leather,Mini Dynamic Catalog (Annual),45,72
L110401,64000973,"Khare, Gola and Bhatnagar",Packaging,Free,25,73
L110402,64000317,Thakkar-Balan,Chemicals,Mini Dynamic Catalog (Monthly),28,88
L110403,64000436,Kari Ltd,Electronics,Mini Dynamic Catalog (Monthly),18,93
L110404,64000193,"Hayer, Bora and Wason",Furniture,IM IL,91,74
L110405,64000431,Lad LLC,Electronics,IM Star Pro,50,87
L110406,64000735,Shah Inc,Packaging,Trustseal Pro,88,71
L110407,64000159,Sarma Group,Chemicals,Trustseal Pro,94,88
L110408,64000460,Bedi-Dua,Chemicals,IM IL,32,83
L110409,64000816,"Raval, Buch and Kant",Leather,IM IL,84,94
L110410,64000421,"Vora, Bahl and Kata",Agriculture,IM Leader Pro,85,74
L110411,64000482,"Savant, Iyengar and Sant",Agriculture,IM Star Pro,91,72
L110412,64000434,De-Arora,Machinery,Maximiser Pro,53,88
L110413,64000427,"Koshy, Saini and Mander",Machinery,Mini Dynamic Catalog (Monthly),86,95
L110414,64000001,"Reddy, Lanka and Dara",Machinery,IM Star Pro,23,79
L110415,64000353,Kothari-Loyal,Garments,Free,82,79
L110416,64000113,Guha-Sarraf,Furniture,IM IL,40,82
L110417,64000687,Kale Group,Machinery,Maximiser Pro,37,89
L110418,64000146,"Raval, Chakrabarti and Handa",Machinery,IM IL,41,73
L110419,64000567,Srinivasan-Dua,Garments,Free,71,75
L110420,64000293,Andra and Sons,Agriculture,IM Leader Pro,33,90
L110421,64000190,Kulkarni-Chaudhary,Agriculture,IM Star Pro,32,75
L110422,64000418,Mahal-Choudhry,Agriculture,Free,80,90
L110423,64000775,Chada-Vig,Electronics,Maximiser Pro,68,80
L110424,64000763,Savant PLC,Packaging,Maximiser Pro,42,96
L110425,64000948,Badami Inc,Garments,Mini Dynamic Catalog (Annual),98,92
L110426,64000340,Chander Group,Electronics,IM Leader Pro,26,86
L110427,64000031,Desai-Jha,Leather,Free,80,77
L110428,64000197,"Bains, Gala and Sabharwal",Furniture,Trustseal Pro,40,88
L110429,64000090,Dasgupta PLC,Packaging,Free,89,77
L110430,64000616,Baral and Sons,Garments,Mini Dynamic Catalog (Monthly),88,75
L110431,64000020,"Sethi, Subramaniam and Divan",Packaging,IM Leader Pro,66,77
L110432,64000839,Thakkar-Savant,Packaging,IM IL,72,91
L110433,64000848,Saraf Ltd,Packaging,Mini Dynamic Catalog (Annual),90,94
L110434,64000722,"Rana, Bir and Walla",Machinery,Maximiser Pro,85,73
L110435,64000356,"Jha, Sekhon and Anne",Chemicals,IM IL,71,78
L110436,64000474,"Basak, Kaur and Barman",Garments,Free,73,96
L110437,64000670,Kari-Bhagat,Leather,IM Star Pro,20,78
L110438,64000898,Srinivas-Bahl,Agriculture,Mini Dynamic Catalog (Monthly),56,84
L110439,64000527,Dar-Kibe,Machinery,Mini Dynamic Catalog (Annual),86,70
L110440,64000201,Tata Group,Garments,Trustseal Pro,58,98
L110441,64000910,Ben-Toor,Electronics,Maximiser Pro,82,84
L110442,64000504,"Babu, Rana and Khalsa",Agriculture,Trustseal Pro,24,75
L110443,64000095,Kothari-Varma,Machinery,IM Leader Pro,48,81
L110444,64000071,Khosla-Sur,Garments,IM Leader Pro,91,75
L110445,64000533,Balan-Thaker,Garments,Trustseal Pro,68,70
L110446,64000295,Deol-Swaminathan,Leather,Trustseal Pro,51,85
L110447,64000642,Gill Inc,Packaging,Free,87,73
L110448,64000534,Tak Inc,Packaging,Maximiser Pro,86,87
L110449,64000327,"Sankar, Raj and Lalla",Agriculture,Free,83,75
L110450,64000668,Dixit-Garg,Chemicals,IM Leader Pro,94,72
L110451,64000040,Mander-Chaudhry,Machinery,Mini Dynamic Catalog (Monthly),84,84
L110452,64000452,Bhatia Group,Leather,Mini Dynamic Catalog (Annual),80,77
L110453,64000591,Uppal Group,Leather,Maximiser Pro,66,86
L110454,64000213,Chaudhary Group,Agriculture,Trustseal Pro,88,93
L110455,64000224,Shetty LLC,Chemicals,IM Star Pro,74,87
L110456,64000862,"Suresh, Chakraborty and Kapadia",Furniture,Maximiser Pro,56,97
L110457,64000888,"Lad, Loyal and Gulati",Furniture,Free,72,89
L110458,64000528,"Khanna, Vohra and Lad",Agriculture,Mini Dynamic Catalog (Annual),22,94
L110459,64000969,"Sahota, Chadha and Bali",Garments,IM Leader Pro,42,97
L110460,64000628,Sahota Group,Agriculture,Free,83,80
L110461,64000602,"Reddy, Banerjee and Ghosh",Garments,Mini Dynamic Catalog (Monthly),39,98
L110462,64000012,Magar-Basak,Electronics,Mini Dynamic Catalog (Annual),80,87
L110463,64000497,Ghose Ltd,Agriculture,Mini Dynamic Catalog (Annual),23,80
L110464,64000937,Sethi Group,Electronics,Maximiser Pro,62,80
L110465,64000633,Banerjee-Tiwari,Agriculture,Free,15,99
L110466,64000001,"Reddy, Lanka and Dara",Machinery,IM Star Pro,23,91
L110467,64000473,"Chaudhry, Dhar and Balay",Machinery,IM Star Pro,32,85
L110468,64000278,Bora-Ramakrishnan,Electronics,Maximiser Pro,69,88
L110469,64000823,"Krishna, Datta and Contractor",Packaging,IM Leader Pro,83,82
L110470,64000633,Banerjee-Tiwari,Agriculture,Free,15,77
L110471,64000093,"Vaidya, Jayaraman and Bhargava",Machinery,Trustseal Pro,37,84
L110472,64000646,Swamy Group,Furniture,Free,43,98
L110473,64000559,"Sandal, Kapoor and Toor",Packaging,Mini Dynamic Catalog (Monthly),39,95
L110474,64000614,Sami Group,Packaging,IM Star Pro,40,73
L110475,64000036,Iyer-Seshadri,Chemicals,Free,76,93
L110476,64000855,Tara Ltd,Garments,Mini Dynamic Catalog (Annual),23,82
L110477,64000902,Hegde-Sachar,Chemicals,Mini Dynamic Catalog (Monthly),81,91
L110478,64000777,"Gopal, Grewal and Mani",Electronics,Trustseal Pro,47,89
L110479,64000232,"Ravel, Bora and Ramachandran",Furniture,Maximiser Pro,83,87
L110480,64000087,Mallick-Sanghvi,Garments,Free,84,91
L110481,64000429,"Saraf, Butala and Jayaraman",Agriculture,IM IL,84,98
L110482,64000755,Shankar Ltd,Packaging,IM Leader Pro,91,80
L110483,64000852,Singh and Sons,Agriculture,Free,74,89
L110484,64000548,Sidhu LLC,Electronics,IM Leader Pro,43,75
L110485,64000517,"Sheth, Kibe and Chaudhry",Electronics,Free,71,80
L110486,64000719,Devi PLC,Leather,IM Leader Pro,67,91
L110487,64000862,"Suresh, Chakraborty and Kapadia",Furniture,Maximiser Pro,56,89
L110488,64000836,Khurana LLC,Electronics,Mini Dynamic Catalog (Monthly),73,84
L110489,64000278,Bora-Ramakrishnan,Electronics,Maximiser Pro,69,98
L110490,64000881,"Acharya, Bedi and Varma",Leather,Mini Dynamic Catalog (Annual),94,78
L110491,64000019,Doshi-Garde,Garments,Free,79,88
L110492,64000455,"Lal, Rajan and Walia",Packaging,IM Leader Pro,66,95
L110493,64000748,"Mani, Khalsa and Chahal",Agriculture,Mini Dynamic Catalog (Annual),20,98
L110494,64000498,Chahal-Gola,Machinery,Free,95,91
L110495,64000904,Dey-D’Alia,Packaging,IM Leader Pro,86,73
L110496,64000662,Manne LLC,Electronics,IM IL,88,99
L110497,64000861,Gulati-Raju,Packaging,Mini Dynamic Catalog (Monthly),91,95
L110498,64000487,Saini-Mand,Garments,Free,80,71
L110499,64000970,"Rout, Hans and Tata",Agriculture,Free,82,86
L110500,64000011,Kothari Ltd,Furniture,Mini Dynamic Catalog (Monthly),57,73
L110501,64000357,"Rana, Kapur and Ramesh",Packaging,Free,90,96
L110502,64000751,"Barad, Borra and Ramaswamy",Garments,Free,26,90
L110503,64000068,"Bora, Wali and Bose",Chemicals,IM IL,43,99
L110504,64000478,Khatri-Hans,Agriculture,IM Star Pro,43,96
L110505,64000153,Seshadri-Gera,Chemicals,Free,70,72
L110506,64000876,"Mannan, Jha and Majumdar",Agriculture,Mini Dynamic Catalog (Annual),86,85
L110507,64000673,Amble-Rajagopal,Leather,Free,56,95
L110508,64000176,Lanka-Dua,Furniture,IM IL,42,92
L110509,64000843,"Ratti, Kibe and Sarraf",Agriculture,Trustseal Pro,42,71
L110510,64000123,"Subramanian, Shah and Loke",Machinery,Free,71,76
L110511,64000200,Chaudhary-Sama,Garments,Mini Dynamic Catalog (Monthly),62,73
L110512,64000602,"Reddy, Banerjee and Ghosh",Garments,Mini Dynamic Catalog (Monthly),39,91
L110513,64000313,Cherian and Sons,Leather,Trustseal Pro,39,87
L110514,64000501,"Varkey, Devi and Gokhale",Machinery,IM IL,93,86
L110515,64000417,"Amble, Toor and Chacko",Leather,Mini Dynamic Catalog (Monthly),93,85
L110516,64000601,Tiwari-Arora,Furniture,Mini Dynamic Catalog (Monthly),80,86
L110517,64000597,Chadha-Dixit,Packaging,IM Star Pro,41,80
L110518,64000543,Johal Ltd,Chemicals,Trustseal Pro,88,92
L110519,64000209,"Yadav, Som and Shetty",Garments,Free,35,72
L110520,64000177,"Ben, Devi and Saxena",Furniture,IM IL,85,96
L110521,64000609,"Dani, Luthra and Chaudhari",Chemicals,IM Star Pro,33,76
L110522,64000726,Kakar Inc,Garments,IM IL,95,93
L110523,64000003,Kannan-Mannan,Garments,IM Star Pro,65,82
L110524,64000297,Majumdar-Seth,Electronics,Mini Dynamic Catalog (Monthly),91,89
L110525,64000651,Rattan Inc,Chemicals,Maximiser Pro,78,96
L110526,64000981,Sunder Inc,Agriculture,IM Leader Pro,25,75
L110527,64000029,"Buch, Bhalla and Sharaf",Electronics,IM IL,45,87
L110528,64000200,Chaudhary-Sama,Garments,Mini Dynamic Catalog (Monthly),62,91
L110529,64000426,"Seth, Shanker and Gopal",Furniture,IM Leader Pro,81,79
L110530,64000138,Srivastava Group,Packaging,Trustseal Pro,19,76
L110531,64000634,"Ganesan, Goswami and Bala",Chemicals,IM IL,74,85
L110532,64000338,"Bera, Ahluwalia and Kuruvilla",Electronics,IM Star Pro,38,94
L110533,64000246,Bhatia and Sons,Electronics,IM Star Pro,93,90
L110534,64000236,Bal-Khosla,Packaging,IM Star Pro,60,97
L110535,64000884,"Golla, Krishna and Soni",Chemicals,IM IL,50,78
L110536,64000533,Balan-Thaker,Garments,Trustseal Pro,68,71
L110537,64000133,"Samra, Bassi and Ray",Packaging,IM IL,31,85
L110538,64000202,Tripathi and Sons,Agriculture,Mini Dynamic Catalog (Annual),90,90
L110539,64000044,"Tank, Date and Kalla",Garments,Maximiser Pro,87,70
L110540,64000724,Talwar Group,Packaging,Free,80,82
L110541,64000100,"Sibal, Malhotra and Sharma",Chemicals,Free,89,94
L110542,64000468,"Malhotra, Singhal and Chahal",Packaging,Trustseal Pro,90,95
L110543,64000127,Tiwari Inc,Leather,Free,93,97
L110544,64000277,"Chana, Lala and Sama",Garments,IM Leader Pro,89,94
L110545,64000921,Saxena-Vora,Leather,Mini Dynamic Catalog (Monthly),85,90
L110546,64000740,"Lall, Sibal and Agarwal",Machinery,IM Leader Pro,36,89
L110547,64000041,"Sant, Dutta and Apte",Packaging,Mini Dynamic Catalog (Annual),66,97
L110548,64000573,Sampath-Sethi,Furniture,Free,62,70
L110549,64000961,Madan-Sethi,Electronics,Free,33,80
L110550,64000227,"Keer, Khalsa and Khare",Agriculture,Free,71,72
L110551,64000203,"Verma, Srivastava and Singhal",Packaging,Mini Dynamic Catalog (Annual),75,72
L110552,64000300,Borah Inc,Chemicals,Mini Dynamic Catalog (Annual),25,83
L110553,64000244,Kant-Sangha,Agriculture,Maximiser Pro,82,95
L110554,64000468,"Malhotra, Singhal and Chahal",Packaging,Trustseal Pro,90,99
L110555,64000558,Chada LLC,Chemicals,Free,68,70
L110556,64000885,"Lala, Sangha and Varghese",Garments,IM Star Pro,94,73
L110557,64000955,Wali and Sons,Leather,Mini Dynamic Catalog (Annual),82,80
L110558,64000315,Barad-Bhalla,Machinery,IM IL,21,89
L110559,64000073,"Krishnan, Bhasin and Bora",Electronics,Maximiser Pro,82,98
L110560,64000819,Chandran-Goyal,Leather,Free,86,99
L110561,64000516,Hans-Chhabra,Packaging,Mini Dynamic Catalog (Annual),89,97
L110562,64000228,Lala PLC,Agriculture,Free,75,71
L110563,64000702,Ahuja-Mallick,Chemicals,Free,47,85
L110564,64000873,"Yohannan, Dhillon and Mangal",Furniture,Mini Dynamic Catalog (Annual),19,91
L110565,64000678,Thakkar and Sons,Packaging,Free,27,92
L110566,64000384,Chatterjee Group,Agriculture,Free,89,83
L110567,64000038,Sha-Sheth,Electronics,Maximiser Pro,88,77
L110568,64000863,Tripathi Ltd,Electronics,IM Star Pro,24,80
L110569,64000291,Kunda Inc,Agriculture,Mini Dynamic Catalog (Monthly),71,91
L110570,64000737,"Chokshi, Gill and Bhardwaj",Electronics,Mini Dynamic Catalog (Annual),85,85
L110571,64000294,Konda and Sons,Chemicals,IM IL,95,81
L110572,64000333,"Shankar, Krishna and Master",Chemicals,Mini Dynamic Catalog (Monthly),64,83
L110573,64000625,Kapadia-Balan,Leather,Maximiser Pro,92,89
L110574,64000913,Srivastava Inc,Agriculture,Maximiser Pro,63,96
L110575,64000157,Dugar-Jain,Packaging,Maximiser Pro,85,72
L110576,64000816,"Raval, Buch and Kant",Leather,IM IL,84,89
L110577,64000136,Mand-Chaudhuri,Packaging,Free,87,73
L110578,64000116,"Tandon, Bhatnagar and Handa",Machinery,IM IL,84,78
L110579,64000786,"Gala, Kothari and Dave",Garments,Maximiser Pro,53,90
L110580,64000389,Doshi and Sons,Agriculture,Trustseal Pro,53,95
L110581,64000133,"Samra, Bassi and Ray",Packaging,IM IL,31,72
L110582,64000880,"Chaudhari, Dani and Mandal",Furniture,Free,15,90
L110583,64000822,Saran and Sons,Furniture,Trustseal Pro,30,90
L110584,64000729,Grover PLC,Machinery,Free,85,72
L110585,64000544,"Char, Rajagopalan and Sood",Leather,IM Star Pro,84,94
L110586,64000610,Kapoor Group,Agriculture,IM IL,86,89
L110587,64000002,"Kamdar, Majumdar and Dutta",Electronics,Mini Dynamic Catalog (Annual),37,83
L110588,64000408,Korpal and Sons,Leather,Free,75,87
L110589,64000646,Swamy Group,Furniture,Free,43,90
L110590,64000374,Lad LLC,Furniture,Mini Dynamic Catalog (Monthly),48,71
L110591,64000994,Chopra-Chakrabarti,Chemicals,Maximiser Pro,38,70
L110592,64000626,Sridhar LLC,Furniture,Mini Dynamic Catalog (Monthly),75,75
L110593,64000749,Tiwari Group,Leather,IM IL,60,75
L110594,64000120,Arya PLC,Electronics,IM Leader Pro,85,79
L110595,64000941,Ramesh-Thaker,Packaging,Free,26,70
L110596,64000105,"Raj, Halder and Bansal",Furniture,IM IL,44,77
L110597,64000161,Thaker-Doctor,Chemicals,Mini Dynamic Catalog (Annual),93,85
L110598,64000782,"Madan, Kannan and Sangha",Packaging,Mini Dynamic Catalog (Monthly),94,92
L110599,64000680,Guha Ltd,Furniture,IM Leader Pro,60,94
L110600,64000910,Ben-Toor,Electronics,Maximiser Pro,82,89
L110601,64000642,Gill Inc,Packaging,Free,87,91
L110602,64000087,Mallick-Sanghvi,Garments,Free,84,99
L110603,64000277,"Chana, Lala and Sama",Garments,IM Leader Pro,89,71
L110604,64000421,"Vora, Bahl and Kata",Agriculture,IM Leader Pro,85,70
L110605,64000719,Devi PLC,Leather,IM Leader Pro,67,96
L110606,64000219,"Baria, Badal and Wason",Agriculture,Trustseal Pro,16,88
L110607,64000834,Chaudhary-Kaul,Agriculture,Free,87,78
L110608,64000473,"Chaudhry, Dhar and Balay",Machinery,IM Star Pro,32,81
L110609,64000689,Gokhale and Sons,Machinery,Free,75,81
L110610,64000223,Lanka-Soman,Leather,IM Star Pro,33,83
L110611,64000062,"Sharma, Saxena and Balay",Garments,Free,73,98
L110612,64000547,"Kalla, Lalla and Saini",Chemicals,Free,73,76
L110613,64000989,Cherian-Mander,Electronics,Mini Dynamic Catalog (Monthly),46,83
L110614,64000830,Gandhi-Butala,Garments,Maximiser Pro,27,77
L110615,64000948,Badami Inc,Garments,Mini Dynamic Catalog (Annual),98,90
L110616,64000651,Rattan Inc,Chemicals,Maximiser Pro,78,77
L110617,64000066,Barad-Keer,Machinery,IM Leader Pro,92,75
L110618,64000116,"Tandon, Bhatnagar and Handa",Machinery,IM IL,84,91
L110619,64000361,Datta Inc,Leather,IM Leader Pro,49,75
L110620,64000914,Ahluwalia-Sant,Agriculture,IM Leader Pro,63,99
L110621,64000568,Sachdeva-Kohli,Machinery,IM Leader Pro,73,93
L110622,64000402,Dubey PLC,Garments,Free,84,87
L110623,64000092,Seshadri LLC,Electronics,Trustseal Pro,84,80
L110624,64000116,"Tandon, Bhatnagar and Handa",Machinery,IM IL,84,80
L110625,64000226,Sagar-Sarna,Machinery,Maximiser Pro,25,77
L110626,64000885,"Lala, Sangha and Varghese",Garments,IM Star Pro,94,96
L110627,64000205,Khanna PLC,Electronics,Free,82,81
L110628,64000038,Sha-Sheth,Electronics,Maximiser Pro,88,71
L110629,64000970,"Rout, Hans and Tata",Agriculture,Free,82,88
L110630,64000871,Chaudry-Dey,Garments,Mini Dynamic Catalog (Annual),53,99
L110631,64000286,Borah and Sons,Chemicals,IM Leader Pro,43,98
L110632,64000238,Sha-Jha,Garments,Mini Dynamic Catalog (Annual),95,87
L110633,64000060,Loyal-Kala,Furniture,Maximiser Pro,43,80
L110634,64000412,"Bhattacharyya, Bhasin and Sunder",Chemicals,Free,82,81
L110635,64000655,Dhawan-Borra,Electronics,IM Star Pro,51,95
L110636,64000719,Devi PLC,Leather,IM Leader Pro,67,70
L110637,64000428,"Roy, Kunda and Hegde",Machinery,Free,81,76
L110638,64000955,Wali and Sons,Leather,Mini Dynamic Catalog (Annual),82,95
L110639,64000983,Tank and Sons,Chemicals,IM Star Pro,42,86
L110640,64000369,Khalsa Group,Chemicals,IM Leader Pro,46,93
L110641,64000779,Trivedi-Varty,Electronics,Free,94,80
L110642,64000165,Setty Ltd,Machinery,IM Star Pro,58,71
L110643,64000679,Sehgal-Kala,Electronics,Mini Dynamic Catalog (Monthly),87,85
L110644,64000625,Kapadia-Balan,Leather,Maximiser Pro,92,73
L110645,64000876,"Mannan, Jha and Majumdar",Agriculture,Mini Dynamic Catalog (Annual),86,90
L110646,64000451,Dhingra and Sons,Furniture,IM Leader Pro,91,94
L110647,64000539,Sheth Inc,Agriculture,Maximiser Pro,82,74
L110648,64000566,Sandhu-Comar,Garments,Mini Dynamic Catalog (Monthly),30,83
L110649,64000653,"Tailor, Garde and Rao",Agriculture,IM Star Pro,25,75
L110650,64000323,Madan-Bhargava,Agriculture,Free,84,94
L110651,64000079,"Deol, Chakrabarti and Sarkar",Machinery,Mini Dynamic Catalog (Monthly),90,94
L110652,64000734,"Kota, Kothari and Yohannan",Garments,Free,69,86
L110653,64000835,"Sheth, Varughese and Mangal",Garments,Free,32,73
L110654,64000855,Tara Ltd,Garments,Mini Dynamic Catalog (Annual),23,83
L110655,64000294,Konda and Sons,Chemicals,IM IL,95,94
L110656,64000838,"Ganguly, Ganguly and Chaudhry",Agriculture,Free,85,99
L110657,64000780,Ben-Saxena,Furniture,Maximiser Pro,69,90
L110658,64000712,"Sachdeva, Tara and Devan",Garments,Free,89,81
L110659,64000347,"Barman, Varty and Bahl",Agriculture,Mini Dynamic Catalog (Annual),98,91
L110660,64000032,Singh-Dasgupta,Furniture,Maximiser Pro,89,75
L110661,64000818,Barad Group,Chemicals,Mini Dynamic Catalog (Annual),63,79
L110662,64000612,"Shere, Sankaran and Raju",Electronics,Trustseal Pro,40,79
L110663,64000067,Lad-Venkatesh,Garments,IM Leader Pro,89,77
L110664,64000136,Mand-Chaudhuri,Packaging,Free,87,84
L110665,64000560,Cherian-Goyal,Packaging,Free,72,74
L110666,64000545,"Kota, Babu and Srinivas",Furniture,IM IL,25,90
L110667,64000961,Madan-Sethi,Electronics,Free,33,77
L110668,64000498,Chahal-Gola,Machinery,Free,95,97
L110669,64000089,Varty-Ahuja,Leather,IM IL,79,98
L110670,64000192,Mani-Madan,Agriculture,Mini Dynamic Catalog (Monthly),97,89
L110671,64000993,Kanda Ltd,Leather,IM IL,82,77
L110672,64000301,Chander-Karnik,Chemicals,Mini Dynamic Catalog (Annual),82,81
L110673,64000560,Cherian-Goyal,Packaging,Free,72,97
L110674,64000609,"Dani, Luthra and Chaudhari",Chemicals,IM Star Pro,33,70
L110675,64000767,Bala-Vora,Leather,Mini Dynamic Catalog (Annual),56,71
L110676,64000342,"Uppal, Soman and Shankar",Electronics,Free,72,98
L110677,64000028,Srinivas PLC,Agriculture,IM Star Pro,84,70
L110678,64000992,"Seth, Sridhar and Kumer",Agriculture,Maximiser Pro,84,94
L110679,64000584,"Shanker, Deep and Vaidya",Garments,Maximiser Pro,52,93
L110680,64000631,Arya-Sampath,Agriculture,IM Star Pro,87,93
L110681,64000907,"Garde, Bora and Kant",Leather,Free,68,85
L110682,64000129,Sehgal PLC,Packaging,Mini Dynamic Catalog (Annual),57,86
L110683,64000528,"Khanna, Vohra and Lad",Agriculture,Mini Dynamic Catalog (Annual),22,85
L110684,64000186,"Chauhan, Babu and Jayaraman",Furniture,Free,80,87
L110685,64000183,Khanna-Jayaraman,Leather,Mini Dynamic Catalog (Annual),62,91
L110686,64000869,Sarna Group,Agriculture,Maximiser Pro,23,71
L110687,64000064,Rattan-Choudhary,Leather,IM Star Pro,39,93
L110688,64000737,"Chokshi, Gill and Bhardwaj",Electronics,Mini Dynamic Catalog (Annual),85,92
L110689,64000715,"Tella, Zachariah and Dhingra",Electronics,IM Star Pro,48,70
L110690,64000832,Sama LLC,Packaging,IM Leader Pro,94,96
L110691,64000717,"Ramakrishnan, Tata and Kohli",Electronics,Trustseal Pro,53,79
L110692,64000905,Lala Inc,Machinery,IM IL,81,78
L110693,64000239,Luthra Group,Furniture,IM Star Pro,39,96
L110694,64000005,Luthra-Chandra,Packaging,IM IL,93,72
L110695,64000261,"Buch, Handa and Vyas",Electronics,Mini Dynamic Catalog (Annual),40,93
L110696,64000439,Sheth-Dhar,Agriculture,Mini Dynamic Catalog (Monthly),83,97
L110697,64000970,"Rout, Hans and Tata",Agriculture,Free,82,94
L110698,64000749,Tiwari Group,Leather,IM IL,60,70
L110699,64000337,Wadhwa-Chhabra,Machinery,Mini Dynamic Catalog (Annual),90,75
