lead_id,timestamp,buyer_city,buyer_state,product_name,category,subcategory,quantity,order_value_rs,buyer_type,intent_score,lead_quality,urgency,budget_range,requirement_type,buyer_engagement_score,gst_verified,preferred_contact,lead_source
L109371,2026-05-01 8:09:45,Chennai,Punjab,Industrial Solvents Requirement,Chemicals,Cleaning Chemical,218,263886,Retailer,54,Cold,Within Week,Rs. 258886 - 263886,Sample,55,Yes,WhatsApp,Direct
L109372,2026-04-24 17:09:45,Gurugram,Haryana,Custom Printed Labels,Packaging,Labels,5,469112,Distributor,68,Warm,Within Week,Rs. 464112 - 469112,Bulk Purchase,94,Yes,Call,Search
L109373,2026-04-16 2:09:45,Noida,Arunachal Pradesh,Corrugated Shipping Boxes,Packaging,Shipping Box,149,182569,Distributor,56,Cold,Within Week,Rs. 177569 - 182569,Sample,78,No,Email,Search
L109374,2026-05-06 17:09:45,Surat,Nagaland,Drip Irrigation Setup,Agriculture,Drip Irrigation,327,293643,Wholesaler,50,Cold,Within Week,Rs. 288643 - 293643,Sample,59,Yes,Email,Search
L109375,2026-04-27 10:09:45,Surat,Arunachal Pradesh,School Uniform Supplier,Garments,Kids Wear,337,190830,Manufacturer,65,Cold,Within Month,Rs. 185830 - 190830,Bulk Purchase,80,No,Email,Recommendation
L109376,2026-05-02 22:09:45,Bengaluru,Uttarakhand,Sugarcane Juice Machine,Machinery,Mixer Machine,133,496808,Wholesaler,62,Cold,Within Week,Rs. 491808 - 496808,OEM Supply,32,Yes,Call,Search
L109377,2026-04-21 7:09:45,Delhi,Rajasthan,Card Holder & Cases,Leather,Card Holder,13,4572,Retailer,54,Cold,Within Week,Rs. 100 - 4572,Sample,98,No,Email,ASTBuy
L109378,2026-04-29 6:09:45,Noida,Mizoram,Travel Organizer Bag,Leather,Organizer Bag,402,174774,Distributor,53,Cold,Immediate,Rs. 169774 - 174774,OEM Supply,83,No,Email,Search
L109379,2026-05-09 5:09:45,Ahmedabad,Sikkim,Travel Organizer Bag,Leather,Organizer Bag,81,168438,Manufacturer,74,Warm,Within Week,Rs. 163438 - 168438,Reselling,43,Yes,Email,Recommendation
L109380,2026-04-21 20:09:45,Chennai,Uttar Pradesh,Corporate Polo T-Shirts,Garments,Hoodies,293,85955,Retailer,61,Cold,Immediate,Rs. 80955 - 85955,OEM Supply,29,Yes,Email,Search
L109381,2026-05-13 1:09:45,Bengaluru,Gujarat,Sugarcane Juice Machine,Machinery,Packaging Machine,94,474581,Wholesaler,45,Cold,Immediate,Rs. 469581 - 474581,OEM Supply,56,No,Email,Direct
L109382,2026-05-04 17:09:45,Delhi,Himachal Pradesh,Packaging Machine for Factory,Machinery,Lathe Machine,309,409120,Manufacturer,41,Cold,Immediate,Rs. 404120 - 409120,OEM Supply,74,Yes,Email,Search
L109383,2026-04-23 2:09:45,Mumbai,Jharkhand,Organic Fertilizers,Agriculture,Seeds,66,350992,Manufacturer,71,Warm,Immediate,Rs. 345992 - 350992,OEM Supply,43,Yes,Email,ASTBuy
L109384,2026-04-25 22:09:45,Delhi,Madhya Pradesh,Corporate Polo T-Shirts,Garments,Hoodies,59,154833,Retailer,87,Hot,Immediate,Rs. 149833 - 154833,Reselling,91,Yes,Call,ASTBuy
L109385,2026-04-23 9:09:45,Ludhiana,West Bengal,Paint Chemical Supplier,Chemicals,Paint Chemical,47,4960,Wholesaler,40,Cold,Immediate,Rs. 100 - 4960,Bulk Purchase,93,No,Call,Recommendation
L109386,2026-05-03 4:09:45,Ludhiana,Andhra Pradesh,Packaging Machine for Factory,Machinery,Lathe Machine,439,305806,Wholesaler,79,Warm,Within Week,Rs. 300806 - 305806,OEM Supply,83,Yes,WhatsApp,ASTBuy
L109387,2026-04-14 19:09:45,Chennai,Manipur,Hoodies for Reselling,Garments,Uniforms,120,399619,Wholesaler,51,Cold,Immediate,Rs. 394619 - 399619,Bulk Purchase,85,No,WhatsApp,ASTBuy
L109388,2026-05-07 19:09:45,Chennai,Meghalaya,School Uniform Supplier,Garments,Hoodies,262,340903,Retailer,64,Cold,Immediate,Rs. 335903 - 340903,Sample,79,Yes,Email,Recommendation
L109389,2026-05-05 12:09:45,Surat,Sikkim,Reception Desk Requirement,Furniture,Modular Desk,9,476850,Wholesaler,57,Cold,Immediate,Rs. 471850 - 476850,Sample,30,No,Call,ASTBuy
L109390,2026-04-19 6:09:45,Ludhiana,Chhattisgarh,Wooden Sofa Set,Furniture,Wooden Table,275,45359,Distributor,69,Warm,Immediate,Rs. 40359 - 45359,Reselling,56,Yes,Email,ASTBuy
L109391,2026-05-06 7:09:45,Mumbai,Punjab,Semi Automatic Lathe Machine,Machinery,Packaging Machine,384,408901,Distributor,80,Warm,Within Week,Rs. 403901 - 408901,Sample,33,No,Email,Direct
L109392,2026-04-15 4:09:45,Delhi,Uttarakhand,Wooden Sofa Set,Furniture,Wooden Table,312,464234,Manufacturer,71,Warm,Immediate,Rs. 459234 - 464234,OEM Supply,93,Yes,Email,Recommendation
L109393,2026-05-04 22:09:45,Bengaluru,Punjab,Fiber Optic Cable Supplier,Electronics,Fiber Optic Cable,309,411965,Wholesaler,79,Warm,Immediate,Rs. 406965 - 411965,Reselling,92,Yes,Call,Recommendation
L109394,2026-05-13 13:09:45,Bengaluru,Sikkim,Fiber Optic Cable Supplier,Electronics,CCTV Camera,36,216165,Wholesaler,58,Cold,Immediate,Rs. 211165 - 216165,Reselling,82,Yes,Email,Recommendation
L109395,2026-04-19 0:09:45,Delhi,Andhra Pradesh,Industrial Solvents Requirement,Chemicals,Paint Chemical,26,82748,Wholesaler,44,Cold,Immediate,Rs. 77748 - 82748,Bulk Purchase,26,No,WhatsApp,ASTBuy
L109396,2026-05-13 4:09:45,Chennai,Manipur,Office Chair Supplier,Furniture,Office Chair,429,367478,Distributor,43,Cold,Within Week,Rs. 362478 - 367478,Bulk Purchase,63,Yes,Email,ASTBuy
L109397,2026-04-15 4:09:45,Chennai,Karnataka,Industrial Solvents Requirement,Chemicals,Industrial Solvents,2,322313,Wholesaler,57,Cold,Within Week,Rs. 317313 - 322313,Bulk Purchase,73,Yes,WhatsApp,ASTBuy
L109398,2026-04-28 7:09:45,Ludhiana,Mizoram,Hybrid Seeds Requirement,Agriculture,Drip Irrigation,87,252654,Manufacturer,43,Cold,Within Week,Rs. 247654 - 252654,Reselling,31,No,Email,Search
L109399,2026-04-23 5:09:45,Bengaluru,Bihar,Hybrid Seeds Requirement,Agriculture,Seeds,284,242572,Distributor,41,Cold,Immediate,Rs. 237572 - 242572,Bulk Purchase,28,No,Call,Search
L109400,2026-04-22 14:09:45,Bengaluru,Uttar Pradesh,Bulk Cotton T-Shirts,Garments,Uniforms,118,158440,Retailer,63,Cold,Immediate,Rs. 153440 - 158440,Reselling,91,No,Email,ASTBuy
L109401,2026-04-25 9:09:45,Jaipur,Kerala,Semi Automatic Lathe Machine,Machinery,Mixer Machine,221,468073,Manufacturer,70,Warm,Immediate,Rs. 463073 - 468073,Bulk Purchase,69,Yes,WhatsApp,Direct
L109402,2026-05-12 20:09:45,Chennai,Maharashtra,Bulk Cotton T-Shirts,Garments,Kids Wear,345,288690,Distributor,92,Hot,Immediate,Rs. 283690 - 288690,Bulk Purchase,50,No,Email,Direct
L109403,2026-05-01 13:09:45,Jaipur,Chhattisgarh,Leather Wallet for Corporate Gifting,Leather,Organizer Bag,260,208923,Distributor,85,Warm,Within Week,Rs. 203923 - 208923,Bulk Purchase,25,Yes,Call,Direct
L109404,2026-05-08 11:09:45,Ludhiana,Kerala,Plastic Packaging Pouch,Packaging,Plastic Pouch,225,113314,Manufacturer,49,Cold,Immediate,Rs. 108314 - 113314,Sample,95,No,Call,ASTBuy
L109405,2026-04-20 23:09:45,Gurugram,Tamil Nadu,Custom Printed Labels,Packaging,Plastic Pouch,376,329371,Wholesaler,50,Cold,Immediate,Rs. 324371 - 329371,OEM Supply,42,No,Call,Direct
L109406,2026-04-20 17:09:45,Gurugram,Mizoram,Semi Automatic Lathe Machine,Machinery,Packaging Machine,181,118707,Retailer,71,Warm,Immediate,Rs. 113707 - 118707,OEM Supply,64,No,Email,ASTBuy
L109407,2026-05-12 0:09:45,Surat,Tamil Nadu,Custom Printed Labels,Packaging,Plastic Pouch,385,213994,Wholesaler,42,Cold,Within Month,Rs. 208994 - 213994,OEM Supply,42,No,WhatsApp,Direct
L109408,2026-05-02 13:09:45,Bengaluru,Gujarat,Office Chair Supplier,Furniture,Sofa,428,496978,Distributor,50,Cold,Within Week,Rs. 491978 - 496978,Sample,50,Yes,WhatsApp,Search
L109409,2026-04-16 7:09:45,Jaipur,West Bengal,Card Holder & Cases,Leather,Laptop Sleeve,473,30265,Retailer,49,Cold,Immediate,Rs. 25265 - 30265,Bulk Purchase,18,Yes,Call,ASTBuy
L109410,2026-04-24 13:09:45,Noida,Himachal Pradesh,Reception Desk Requirement,Furniture,Sofa,113,463445,Retailer,46,Cold,Immediate,Rs. 458445 - 463445,Sample,85,Yes,WhatsApp,Search
L109411,2026-05-09 5:09:45,Bengaluru,Telangana,Hybrid Seeds Requirement,Agriculture,Seeds,196,134595,Manufacturer,60,Cold,Immediate,Rs. 129595 - 134595,Sample,11,No,Call,Recommendation
L109412,2026-05-12 1:09:45,Mumbai,Kerala,Modular Workstation Table,Furniture,Sofa,277,405695,Wholesaler,98,Hot,Within Week,Rs. 400695 - 405695,OEM Supply,27,No,WhatsApp,ASTBuy
L109413,2026-04-27 23:09:45,Ludhiana,Himachal Pradesh,Corrugated Shipping Boxes,Packaging,Labels,301,322771,Distributor,69,Warm,Immediate,Rs. 317771 - 322771,Sample,96,Yes,Email,Recommendation
L109414,2026-04-19 0:09:45,Ludhiana,Madhya Pradesh,School Uniform Supplier,Garments,Uniforms,316,303269,Retailer,65,Cold,Immediate,Rs. 298269 - 303269,Bulk Purchase,23,Yes,WhatsApp,Search
L109415,2026-04-23 21:09:45,Gurugram,Mizoram,PU Leather Passport Cover Holder,Leather,Laptop Sleeve,271,48600,Distributor,47,Cold,Immediate,Rs. 43600 - 48600,Bulk Purchase,38,Yes,WhatsApp,ASTBuy
L109416,2026-04-27 7:09:45,Noida,Arunachal Pradesh,Industrial Mixer Machine,Machinery,Packaging Machine,36,153783,Distributor,80,Warm,Within Month,Rs. 148783 - 153783,Sample,65,Yes,WhatsApp,Search
L109417,2026-04-20 1:09:45,Ludhiana,Goa,Office Chair Supplier,Furniture,Sofa,495,167903,Distributor,93,Hot,Within Week,Rs. 162903 - 167903,OEM Supply,66,Yes,Call,ASTBuy
L109418,2026-04-18 14:09:45,Noida,Nagaland,Bulk Cotton T-Shirts,Garments,T-Shirts,65,241667,Distributor,40,Cold,Within Week,Rs. 236667 - 241667,Bulk Purchase,68,No,Call,Direct
L109419,2026-04-21 10:09:45,Mumbai,Arunachal Pradesh,Plastic Packaging Pouch,Packaging,Shipping Box,453,232973,Distributor,56,Cold,Within Month,Rs. 227973 - 232973,OEM Supply,56,No,Email,Direct
L109420,2026-04-18 19:09:45,Chennai,West Bengal,Industrial Mixer Machine,Machinery,Mixer Machine,332,112482,Distributor,72,Warm,Immediate,Rs. 107482 - 112482,Sample,82,No,Call,ASTBuy
L109421,2026-04-21 23:09:45,Surat,Kerala,Organic Fertilizers,Agriculture,Pesticides,69,441662,Wholesaler,65,Cold,Within Month,Rs. 436662 - 441662,OEM Supply,35,No,WhatsApp,Search
L109422,2026-05-14 7:09:45,Chennai,Arunachal Pradesh,Corrugated Shipping Boxes,Packaging,Shipping Box,266,419702,Retailer,50,Cold,Immediate,Rs. 414702 - 419702,OEM Supply,49,No,Email,Recommendation
L109423,2026-05-01 8:09:45,Jaipur,Meghalaya,Hoodies for Reselling,Garments,Uniforms,239,333406,Retailer,51,Cold,Immediate,Rs. 328406 - 333406,Sample,66,Yes,Call,Search
L109424,2026-04-25 12:09:45,Noida,Goa,Industrial Solvents Requirement,Chemicals,Cleaning Chemical,398,323042,Retailer,40,Cold,Immediate,Rs. 318042 - 323042,OEM Supply,72,No,Email,Recommendation
L109425,2026-05-13 3:09:45,Chennai,Tripura,Hybrid Seeds Requirement,Agriculture,Fertilizers,468,153777,Distributor,84,Warm,Within Week,Rs. 148777 - 153777,Sample,42,Yes,Email,ASTBuy
L109426,2026-05-05 16:09:45,Ludhiana,West Bengal,Industrial Mixer Machine,Machinery,Juice Machine,314,486887,Manufacturer,89,Hot,Within Week,Rs. 481887 - 486887,Bulk Purchase,95,Yes,Email,Recommendation
L109427,2026-04-24 5:09:45,Ludhiana,Tripura,Custom Printed Labels,Packaging,Shipping Box,350,367491,Manufacturer,94,Hot,Immediate,Rs. 362491 - 367491,Bulk Purchase,13,Yes,Email,Search
L109428,2026-05-02 10:09:45,Noida,Manipur,Industrial Mixer Machine,Machinery,Juice Machine,285,64998,Retailer,52,Cold,Within Week,Rs. 59998 - 64998,Sample,16,No,Call,Search
L109429,2026-05-14 11:09:45,Mumbai,Mizoram,Bulk Cotton T-Shirts,Garments,Corporate Wear,228,247445,Wholesaler,42,Cold,Within Week,Rs. 242445 - 247445,OEM Supply,78,No,Call,Recommendation
L109430,2026-05-07 16:09:45,Delhi,Haryana,Organic Fertilizers,Agriculture,Fertilizers,428,317491,Wholesaler,70,Warm,Within Month,Rs. 312491 - 317491,Sample,32,Yes,Call,Search
L109431,2026-05-12 0:09:45,Mumbai,Tripura,Hoodies for Reselling,Garments,Kids Wear,256,190682,Wholesaler,72,Warm,Within Week,Rs. 185682 - 190682,Bulk Purchase,10,No,WhatsApp,Recommendation
L109432,2026-05-05 11:09:45,Ahmedabad,Assam,Custom Printed Labels,Packaging,Shipping Box,202,350839,Distributor,89,Hot,Within Week,Rs. 345839 - 350839,Reselling,14,No,Email,ASTBuy
L109433,2026-05-08 16:09:45,Noida,Assam,Industrial Mixer Machine,Machinery,Packaging Machine,41,186316,Distributor,94,Hot,Immediate,Rs. 181316 - 186316,Bulk Purchase,74,Yes,Call,Recommendation
L109434,2026-04-27 22:09:45,Jaipur,Manipur,Office Chair Supplier,Furniture,Wooden Table,400,134778,Distributor,92,Hot,Immediate,Rs. 129778 - 134778,Bulk Purchase,82,No,Call,Direct
L109435,2026-04-17 8:09:45,Ahmedabad,Uttarakhand,Industrial Cleaning Chemical,Chemicals,Cleaning Chemical,263,477331,Distributor,43,Cold,Within Month,Rs. 472331 - 477331,OEM Supply,64,Yes,Email,ASTBuy
L109436,2026-04-15 1:09:45,Bengaluru,Chhattisgarh,Organic Fertilizers,Agriculture,Pesticides,28,220476,Retailer,59,Cold,Immediate,Rs. 215476 - 220476,OEM Supply,62,Yes,Call,Search
L109437,2026-04-27 17:09:45,Mumbai,Assam,Travel Organizer Bag,Leather,Organizer Bag,280,24367,Manufacturer,55,Cold,Within Week,Rs. 19367 - 24367,OEM Supply,84,No,Call,Direct
L109438,2026-04-15 17:09:45,Bengaluru,Jharkhand,HDMI Cable Requirement,Electronics,Wireless CCTV,408,222717,Manufacturer,74,Warm,Immediate,Rs. 217717 - 222717,OEM Supply,22,Yes,Email,Recommendation
L109439,2026-04-23 14:09:45,Mumbai,Maharashtra,Hybrid Seeds Requirement,Agriculture,Fertilizers,326,6215,Manufacturer,58,Cold,Immediate,Rs. 1215 - 6215,Bulk Purchase,40,No,WhatsApp,ASTBuy
L109440,2026-04-17 11:09:45,Surat,Tamil Nadu,HDMI Cable Requirement,Electronics,CCTV Camera,123,392504,Wholesaler,82,Warm,Within Week,Rs. 387504 - 392504,Reselling,31,Yes,Email,Recommendation
L109441,2026-05-01 7:09:45,Chennai,Bihar,Card Holder & Cases,Leather,Wallet,437,251930,Retailer,44,Cold,Immediate,Rs. 246930 - 251930,Bulk Purchase,58,No,Email,Search
L109442,2026-05-05 19:09:45,Bengaluru,Arunachal Pradesh,Plastic Packaging Pouch,Packaging,Corrugated Box,182,486577,Wholesaler,45,Cold,Within Week,Rs. 481577 - 486577,Bulk Purchase,55,No,Call,Recommendation
L109443,2026-04-20 9:09:45,Gurugram,Telangana,Semi Automatic Lathe Machine,Machinery,Juice Machine,302,469500,Distributor,79,Warm,Within Month,Rs. 464500 - 469500,Reselling,12,Yes,Email,ASTBuy
L109444,2026-05-12 12:09:45,Ahmedabad,Himachal Pradesh,Organic Fertilizers,Agriculture,Fertilizers,386,184261,Wholesaler,59,Cold,Within Month,Rs. 179261 - 184261,OEM Supply,23,No,WhatsApp,Recommendation
L109445,2026-04-19 3:09:45,Chennai,Andhra Pradesh,Industrial Mixer Machine,Machinery,Lathe Machine,168,242001,Distributor,45,Cold,Immediate,Rs. 237001 - 242001,Reselling,74,Yes,Email,Direct
L109446,2026-05-08 2:09:45,Ahmedabad,Mizoram,PU Leather Passport Cover Holder,Leather,Laptop Sleeve,452,215572,Retailer,55,Cold,Immediate,Rs. 210572 - 215572,Reselling,58,Yes,Call,ASTBuy
L109447,2026-05-09 20:09:45,Ahmedabad,Mizoram,Wireless CCTV Camera,Electronics,CCTV Camera,189,477855,Wholesaler,58,Cold,Immediate,Rs. 472855 - 477855,Sample,12,No,WhatsApp,Direct
L109448,2026-05-05 13:09:45,Bengaluru,Madhya Pradesh,HDMI Cable Requirement,Electronics,Adapters,44,11410,Wholesaler,52,Cold,Within Month,Rs. 6410 - 11410,Bulk Purchase,32,Yes,Email,Recommendation
L109449,2026-04-15 22:09:45,Ahmedabad,West Bengal,Industrial Cleaning Chemical,Chemicals,Paint Chemical,112,156206,Retailer,55,Cold,Immediate,Rs. 151206 - 156206,OEM Supply,26,Yes,WhatsApp,ASTBuy
L109450,2026-04-25 0:09:45,Mumbai,Mizoram,Office Chair Supplier,Furniture,Sofa,328,57762,Distributor,95,Hot,Immediate,Rs. 52762 - 57762,Sample,64,No,WhatsApp,Search
L109451,2026-04-21 3:09:45,Surat,West Bengal,HDMI Cable Requirement,Electronics,Wireless CCTV,260,94276,Manufacturer,68,Warm,Within Week,Rs. 89276 - 94276,Bulk Purchase,26,No,Email,Search
L109452,2026-04-15 2:09:45,Delhi,Sikkim,Modular Workstation Table,Furniture,Sofa,358,281118,Distributor,47,Cold,Immediate,Rs. 276118 - 281118,Sample,94,Yes,WhatsApp,Search
L109453,2026-05-05 17:09:45,Mumbai,Tamil Nadu,School Uniform Supplier,Garments,T-Shirts,353,24378,Retailer,76,Warm,Immediate,Rs. 19378 - 24378,Sample,11,Yes,WhatsApp,ASTBuy
L109454,2026-04-30 3:09:45,Bengaluru,Tripura,Office Chair Supplier,Furniture,Sofa,131,458607,Wholesaler,59,Cold,Within Week,Rs. 453607 - 458607,Bulk Purchase,28,No,Email,Search
L109455,2026-05-01 13:09:45,Delhi,Kerala,Industrial Solvents Requirement,Chemicals,Cleaning Chemical,353,348349,Manufacturer,50,Cold,Within Month,Rs. 343349 - 348349,Reselling,75,No,WhatsApp,Recommendation
L109456,2026-05-13 15:09:45,Ahmedabad,Karnataka,Travel Organizer Bag,Leather,Passport Holder,255,26258,Distributor,54,Cold,Within Week,Rs. 21258 - 26258,Bulk Purchase,20,Yes,Email,Direct
L109457,2026-04-16 7:09:45,Delhi,Tripura,Plastic Packaging Pouch,Packaging,Corrugated Box,430,366407,Distributor,41,Cold,Immediate,Rs. 361407 - 366407,OEM Supply,39,No,Email,Search
L109458,2026-05-01 7:09:45,Delhi,Tamil Nadu,HDMI Cable Requirement,Electronics,Fiber Optic Cable,406,311132,Distributor,84,Warm,Immediate,Rs. 306132 - 311132,OEM Supply,81,Yes,Email,Recommendation
L109459,2026-05-01 13:09:45,Ludhiana,Kerala,Plastic Packaging Pouch,Packaging,Plastic Pouch,490,459719,Wholesaler,98,Hot,Immediate,Rs. 454719 - 459719,OEM Supply,40,Yes,Email,Direct
L109460,2026-05-05 6:09:45,Bengaluru,Maharashtra,Paint Chemical Supplier,Chemicals,Industrial Solvents,140,405529,Manufacturer,79,Warm,Within Week,Rs. 400529 - 405529,Sample,61,No,WhatsApp,ASTBuy
L109461,2026-04-26 10:09:45,Noida,Rajasthan,Drip Irrigation Setup,Agriculture,Fertilizers,47,65420,Manufacturer,59,Cold,Within Week,Rs. 60420 - 65420,OEM Supply,82,No,Email,Recommendation
L109462,2026-04-28 1:09:45,Mumbai,Karnataka,Drip Irrigation Setup,Agriculture,Fertilizers,476,377676,Wholesaler,63,Cold,Within Week,Rs. 372676 - 377676,Reselling,78,Yes,Call,ASTBuy
L109463,2026-05-11 14:09:45,Jaipur,Gujarat,Hybrid Seeds Requirement,Agriculture,Fertilizers,358,460605,Wholesaler,46,Cold,Within Week,Rs. 455605 - 460605,Reselling,14,No,Email,ASTBuy
L109464,2026-04-22 5:09:45,Gurugram,Himachal Pradesh,Bulk Cotton T-Shirts,Garments,Hoodies,414,301788,Wholesaler,78,Warm,Within Week,Rs. 296788 - 301788,OEM Supply,61,Yes,Email,ASTBuy
L109465,2026-05-01 7:09:45,Gurugram,Rajasthan,Corrugated Shipping Boxes,Packaging,Plastic Pouch,194,471397,Wholesaler,81,Warm,Immediate,Rs. 466397 - 471397,Sample,32,Yes,WhatsApp,ASTBuy
L109466,2026-04-25 23:09:45,Ahmedabad,Tripura,Wooden Sofa Set,Furniture,Sofa,204,137399,Wholesaler,73,Warm,Immediate,Rs. 132399 - 137399,OEM Supply,95,No,Call,Search
L109467,2026-04-17 0:09:45,Ludhiana,Bihar,Modular Workstation Table,Furniture,Sofa,85,480457,Retailer,76,Warm,Within Week,Rs. 475457 - 480457,Sample,30,No,WhatsApp,ASTBuy
L109468,2026-05-06 19:09:45,Gurugram,Haryana,Plastic Packaging Pouch,Packaging,Corrugated Box,310,70920,Wholesaler,84,Warm,Within Week,Rs. 65920 - 70920,OEM Supply,86,No,Call,ASTBuy
L109469,2026-05-04 0:09:45,Delhi,Chhattisgarh,Sugarcane Juice Machine,Machinery,Lathe Machine,207,413669,Retailer,90,Hot,Within Week,Rs. 408669 - 413669,Bulk Purchase,75,No,Email,Search
L109470,2026-05-01 3:09:45,Chennai,Maharashtra,Corrugated Shipping Boxes,Packaging,Shipping Box,484,291990,Wholesaler,96,Hot,Within Week,Rs. 286990 - 291990,Reselling,15,Yes,Call,ASTBuy
L109471,2026-04-19 2:09:45,Ludhiana,Mizoram,Custom Printed Labels,Packaging,Corrugated Box,228,396688,Wholesaler,49,Cold,Immediate,Rs. 391688 - 396688,OEM Supply,54,Yes,Email,ASTBuy
L109472,2026-05-03 21:09:45,Ahmedabad,Goa,Hybrid Seeds Requirement,Agriculture,Pesticides,251,121397,Distributor,43,Cold,Within Week,Rs. 116397 - 121397,Bulk Purchase,31,No,WhatsApp,Recommendation
L109473,2026-04-19 7:09:45,Chennai,Arunachal Pradesh,Industrial Cleaning Chemical,Chemicals,Paint Chemical,70,74503,Distributor,56,Cold,Immediate,Rs. 69503 - 74503,Bulk Purchase,57,Yes,WhatsApp,Direct
L109474,2026-04-29 19:09:45,Mumbai,Manipur,HDMI Cable Requirement,Electronics,Fiber Optic Cable,146,122996,Manufacturer,42,Cold,Immediate,Rs. 117996 - 122996,Bulk Purchase,90,No,Call,Direct
L109475,2026-04-23 9:09:45,Surat,Maharashtra,Wireless CCTV Camera,Electronics,HDMI Cable,323,362851,Distributor,69,Warm,Within Month,Rs. 357851 - 362851,Reselling,28,No,Email,ASTBuy
L109476,2026-05-01 19:09:45,Delhi,Uttar Pradesh,Travel Organizer Bag,Leather,Passport Holder,395,182844,Retailer,87,Hot,Within Month,Rs. 177844 - 182844,Reselling,84,Yes,Call,ASTBuy
L109477,2026-05-13 10:09:45,Chennai,Sikkim,Corrugated Shipping Boxes,Packaging,Shipping Box,250,235986,Retailer,95,Hot,Within Week,Rs. 230986 - 235986,Bulk Purchase,57,No,WhatsApp,Direct
L109478,2026-04-17 17:09:45,Gurugram,Punjab,Card Holder & Cases,Leather,Wallet,303,103074,Manufacturer,68,Warm,Within Month,Rs. 98074 - 103074,Reselling,23,Yes,WhatsApp,ASTBuy
L109479,2026-04-26 16:09:45,Mumbai,Sikkim,School Uniform Supplier,Garments,Kids Wear,460,108853,Distributor,78,Warm,Immediate,Rs. 103853 - 108853,Bulk Purchase,60,Yes,Call,ASTBuy
L109480,2026-04-22 11:09:45,Chennai,Rajasthan,Industrial Cleaning Chemical,Chemicals,Industrial Solvents,271,406613,Retailer,93,Hot,Immediate,Rs. 401613 - 406613,Reselling,93,No,Call,Recommendation
L109481,2026-05-08 23:09:45,Ahmedabad,Punjab,Bulk Cotton T-Shirts,Garments,Kids Wear,358,450840,Retailer,87,Hot,Immediate,Rs. 445840 - 450840,Reselling,11,Yes,WhatsApp,Direct
L109482,2026-05-06 11:09:45,Ludhiana,Maharashtra,Office Chair Supplier,Furniture,Modular Desk,175,296739,Retailer,79,Warm,Within Week,Rs. 291739 - 296739,OEM Supply,64,Yes,Call,ASTBuy
L109483,2026-04-27 11:09:45,Mumbai,Mizoram,Organic Fertilizers,Agriculture,Seeds,440,194200,Retailer,51,Cold,Immediate,Rs. 189200 - 194200,Reselling,70,Yes,WhatsApp,Search
L109484,2026-04-23 22:09:45,Ludhiana,Meghalaya,Packaging Machine for Factory,Machinery,Lathe Machine,109,420401,Retailer,88,Hot,Immediate,Rs. 415401 - 420401,Reselling,98,No,WhatsApp,ASTBuy
L109485,2026-04-24 6:09:45,Surat,Goa,Drip Irrigation Setup,Agriculture,Drip Irrigation,427,384200,Distributor,47,Cold,Immediate,Rs. 379200 - 384200,Bulk Purchase,94,Yes,WhatsApp,Recommendation
L109486,2026-05-05 19:09:45,Delhi,Meghalaya,Plastic Packaging Pouch,Packaging,Labels,340,122993,Distributor,67,Warm,Within Week,Rs. 117993 - 122993,Bulk Purchase,14,No,Email,Recommendation
L109487,2026-05-10 23:09:45,Jaipur,Kerala,Packaging Machine for Factory,Machinery,Juice Machine,490,170102,Distributor,95,Hot,Within Month,Rs. 165102 - 170102,Sample,76,No,Email,Direct
L109488,2026-05-02 2:09:45,Chennai,Uttarakhand,Plastic Packaging Pouch,Packaging,Plastic Pouch,251,32320,Retailer,90,Hot,Immediate,Rs. 27320 - 32320,Bulk Purchase,18,No,Call,ASTBuy
L109489,2026-04-20 3:09:45,Ludhiana,Mizoram,School Uniform Supplier,Garments,Kids Wear,435,464467,Manufacturer,71,Warm,Immediate,Rs. 459467 - 464467,Reselling,53,Yes,Call,Recommendation
L109490,2026-04-18 13:09:45,Bengaluru,Tamil Nadu,CCTV AMC Services,Electronics,Adapters,338,204892,Manufacturer,78,Warm,Within Week,Rs. 199892 - 204892,Sample,64,Yes,Email,Direct
L109491,2026-04-24 4:09:45,Gurugram,Assam,Plastic Packaging Pouch,Packaging,Labels,233,492818,Manufacturer,93,Hot,Within Week,Rs. 487818 - 492818,Reselling,13,No,WhatsApp,Search
L109492,2026-05-13 1:09:45,Chennai,Jharkhand,Corporate Polo T-Shirts,Garments,Kids Wear,126,422791,Retailer,47,Cold,Within Week,Rs. 417791 - 422791,Bulk Purchase,32,Yes,WhatsApp,Search
L109493,2026-04-23 12:09:45,Gurugram,Arunachal Pradesh,Semi Automatic Lathe Machine,Machinery,Juice Machine,327,23013,Wholesaler,44,Cold,Immediate,Rs. 18013 - 23013,OEM Supply,29,No,WhatsApp,Direct
L109494,2026-05-11 12:09:45,Jaipur,Andhra Pradesh,Custom Printed Labels,Packaging,Labels,369,311861,Distributor,58,Cold,Immediate,Rs. 306861 - 311861,Reselling,15,Yes,Email,ASTBuy
L109495,2026-04-24 2:09:45,Ludhiana,Chhattisgarh,PU Leather Passport Cover Holder,Leather,Card Holder,24,461929,Retailer,57,Cold,Within Week,Rs. 456929 - 461929,Reselling,94,No,WhatsApp,ASTBuy
L109496,2026-04-28 18:09:45,Ludhiana,Kerala,Drip Irrigation Setup,Agriculture,Drip Irrigation,388,76452,Retailer,65,Cold,Within Week,Rs. 71452 - 76452,Reselling,85,Yes,Email,Search
