event_id,timestamp,seller_id,company_name,persona_type,service_name,city,event_type,event_source,event_value,metadata
E142359,2026-04-14 21:28:46,64000646,Swamy Group,Lazy Seller,Free,Ludhiana,renewal_warning,crm_system,17,"{'risk_score': 84, 'reason': 'High Response Delay'}"
E142360,2026-05-04 21:36:06,64000272,Dugal Ltd,Power Seller,Mini Dynamic Catalog (Annual),Delhi,sales_call,crm_system,79,"{'call_duration_mins': 10, 'call_outcome': 'No Response'}"
E142361,2026-04-28 7:32:38,64000880,"Chaudhari, Dani and Mandal",Lazy Seller,Free,Noida,lead_received,buyer_platform,97,"{'intent_score': 48, 'category': 'Garments', 'source': 'ASTBuy'}"
E142362,2026-04-29 12:26:16,64000734,"Kota, Kothari and Yohannan",Free Active Seller,Free,Noida,lead_received,crm_system,10,"{'intent_score': 57, 'category': 'Garments', 'source': 'ASTBuy'}"
E142363,2026-04-20 5:24:54,64000717,"Ramakrishnan, Tata and Kohli",New Seller,Trustseal Pro,Mumbai,lead_received,buyer_platform,95,"{'intent_score': 61, 'category': 'Machinery', 'source': 'Direct'}"
E142364,2026-04-17 8:21:25,64000796,Gole-Sibal,Power Seller,IM Star Pro,Noida,lead_received,buyer_platform,11,"{'intent_score': 87, 'category': 'Machinery', 'source': 'ASTBuy'}"
E142365,2026-05-12 14:09:00,64000635,Sem and Sons,Free Active Seller,Free,Noida,hot_lead_missed,notification_engine,54,"{'intent_score': 86, 'penalty_score': 9}"
E142366,2026-04-17 7:04:23,64000491,Gaba and Sons,Lazy Seller,IM IL,Delhi,renewal_warning,notification_engine,37,"{'risk_score': 86, 'reason': 'Low Engagement'}"
E142367,2026-05-07 5:25:18,64000321,Hans-Rajagopal,Churning Seller,IM Star Pro,Mumbai,hot_lead_missed,crm_system,85,"{'intent_score': 93, 'penalty_score': 16}"
E142368,2026-04-26 10:19:50,64000120,Arya PLC,Premium Stable Seller,IM Leader Pro,Chennai,lead_received,notification_engine,24,"{'intent_score': 54, 'category': 'Garments', 'source': 'BizFeed'}"
E142369,2026-04-21 3:35:21,64000598,Jaggi-Sidhu,Churning Seller,Free,Bengaluru,response_sent,buyer_platform,73,"{'response_time_mins': 5, 'platform': 'App'}"
E142370,2026-04-18 7:58:02,64000546,Khalsa-Iyengar,Power Seller,IM IL,Ahmedabad,response_sent,crm_system,57,"{'response_time_mins': 60, 'platform': 'App'}"
E142371,2026-05-12 8:26:42,64000545,"Kota, Babu and Srinivas",Lazy Seller,IM IL,Mumbai,lead_received,notification_engine,42,"{'intent_score': 88, 'category': 'Chemicals', 'source': 'BizFeed'}"
E142372,2026-04-22 8:56:11,64000090,Dasgupta PLC,Premium Stable Seller,Free,Mumbai,lead_consumed,seller_portal,8,{'platform': 'Mobile Site'}
E142373,2026-04-28 13:42:33,64000274,Sami-Rao,Churning Seller,Maximiser Pro,Jaipur,lead_received,buyer_platform,42,"{'intent_score': 61, 'category': 'Garments', 'source': 'Direct'}"
E142374,2026-04-28 5:40:02,64000599,"Doctor, Swaminathan and Ganesan",Power Seller,Free,Bengaluru,hot_lead_missed,notification_engine,53,"{'intent_score': 91, 'penalty_score': 8}"
E142375,2026-04-26 11:57:24,64000186,"Chauhan, Babu and Jayaraman",Free Active Seller,Free,Chennai,lead_consumed,crm_system,30,{'platform': 'Desktop'}
E142376,2026-04-30 14:19:35,64000749,Tiwari Group,New Seller,IM IL,Noida,hot_lead_missed,seller_portal,46,"{'intent_score': 97, 'penalty_score': 5}"
E142377,2026-05-07 4:01:55,64000182,"Goda, Kara and Saha",Lazy Seller,Free,Noida,lead_received,buyer_platform,18,"{'intent_score': 80, 'category': 'Chemicals', 'source': 'Direct'}"
E142378,2026-04-18 7:03:44,64000325,Banerjee-Wali,New Seller,IM Star Pro,Noida,lead_received,crm_system,56,"{'intent_score': 94, 'category': 'Machinery', 'source': 'BizFeed'}"
E142379,2026-04-26 19:44:48,64000874,"Sheth, Baral and Badami",Lazy Seller,Trustseal Pro,Chennai,support_ticket,notification_engine,33,"{'ticket_type': 'Billing', 'priority': 'Low'}"
E142380,2026-05-12 23:57:43,64000446,Bansal-Sule,Churning Seller,Maximiser Pro,Ahmedabad,support_ticket,seller_portal,98,"{'ticket_type': 'Catalog', 'priority': 'Medium'}"
E142381,2026-05-11 13:59:43,64000756,"Barad, Jhaveri and Karnik",Lazy Seller,Mini Dynamic Catalog (Annual),Mumbai,hot_lead_missed,notification_engine,35,"{'intent_score': 97, 'penalty_score': 19}"
E142382,2026-05-08 14:51:45,64000791,Sant-Aggarwal,Churning Seller,IM Leader Pro,Chennai,renewal_warning,crm_system,99,"{'risk_score': 74, 'reason': 'Low Engagement'}"
E142383,2026-04-16 7:23:25,64000787,Bawa-Soni,Power Seller,Mini Dynamic Catalog (Annual),Delhi,lead_received,notification_engine,51,"{'intent_score': 54, 'category': 'Industrial', 'source': 'BizFeed'}"
E142384,2026-05-03 4:56:58,64000935,Deshpande-Jani,Lazy Seller,Mini Dynamic Catalog (Monthly),Ludhiana,lead_consumed,crm_system,69,{'platform': 'App'}
E142385,2026-04-23 20:01:08,64000042,Krishna Ltd,New Seller,IM Star Pro,Delhi,lead_received,seller_portal,23,"{'intent_score': 58, 'category': 'Garments', 'source': 'Direct'}"
E142386,2026-05-12 1:50:52,64000955,Wali and Sons,Power Seller,Mini Dynamic Catalog (Annual),Jaipur,response_sent,buyer_platform,4,"{'response_time_mins': 35, 'platform': 'App'}"
E142387,2026-04-28 9:51:51,64000831,"Malhotra, Seth and Varty",Churning Seller,Mini Dynamic Catalog (Monthly),Chennai,quotation_sent,seller_portal,92,{'quotation_value': 146242}
E142388,2026-05-10 3:28:23,64000470,"Tripathi, Chowdhury and Sampath",Power Seller,Maximiser Pro,Jaipur,notification_opened,crm_system,33,{'channel': 'Push'}
E142389,2026-04-28 9:57:38,64000110,"Rau, Bala and Sachar",New Seller,IM Star Pro,Noida,catalog_updated,seller_portal,77,{'products_updated': 6}
E142390,2026-05-03 1:15:52,64000141,Gera Group,Free Active Seller,Free,Mumbai,lead_consumed,seller_portal,54,{'platform': 'App'}
E142391,2026-04-30 3:02:16,64000208,Ramaswamy-Suresh,Lazy Seller,Trustseal Pro,Mumbai,catalog_updated,seller_portal,87,{'products_updated': 2}
E142392,2026-05-14 9:57:20,64000718,Banik Inc,Power Seller,Free,Noida,sales_call,notification_engine,13,"{'call_duration_mins': 13, 'call_outcome': 'No Response'}"
E142393,2026-04-30 3:55:55,64000128,Chauhan-Jhaveri,Churning Seller,Mini Dynamic Catalog (Annual),Delhi,lead_received,seller_portal,7,"{'intent_score': 76, 'category': 'Electronics', 'source': 'BizFeed'}"
E142394,2026-04-25 15:26:12,64000211,"Samra, Seshadri and Dhaliwal",New Seller,IM Star Pro,Surat,login,buyer_platform,56,{'platform': 'Mobile Site'}
E142395,2026-04-20 12:34:03,64000224,Shetty LLC,New Seller,IM Star Pro,Bengaluru,response_sent,buyer_platform,93,"{'response_time_mins': 44, 'platform': 'App'}"
E142396,2026-04-19 6:03:59,64000094,Bawa and Sons,Free Active Seller,Free,Jaipur,lead_received,notification_engine,1,"{'intent_score': 82, 'category': 'Electronics', 'source': 'BizFeed'}"
E142397,2026-05-03 19:48:23,64000982,"Hora, Agrawal and Mannan",New Seller,Trustseal Pro,Jaipur,response_sent,buyer_platform,3,"{'response_time_mins': 18, 'platform': 'App'}"
E142398,2026-04-17 11:07:08,64000009,"Deol, Ramaswamy and Sarin",Churning Seller,Maximiser Pro,Bengaluru,response_sent,buyer_platform,91,"{'response_time_mins': 36, 'platform': 'Desktop'}"
E142399,2026-04-19 6:24:12,64000472,Mangat and Sons,Power Seller,Trustseal Pro,Mumbai,login,seller_portal,48,{'platform': 'Desktop'}
E142400,2026-04-15 23:30:14,64000143,"Ranganathan, Wadhwa and Krishnan",Premium Stable Seller,IM IL,Chennai,response_sent,buyer_platform,64,"{'response_time_mins': 47, 'platform': 'App'}"
E142401,2026-05-11 15:43:06,64000730,Balay-Mall,Lazy Seller,Mini Dynamic Catalog (Monthly),Mumbai,lead_received,buyer_platform,68,"{'intent_score': 64, 'category': 'Machinery', 'source': 'Direct'}"
E142402,2026-04-22 15:01:52,64000250,"Chana, Aggarwal and Ray",Premium Stable Seller,Mini Dynamic Catalog (Monthly),Bengaluru,lead_consumed,crm_system,17,{'platform': 'Mobile Site'}
E142403,2026-05-11 3:00:38,64000630,Mand-Suresh,Churning Seller,IM IL,Ludhiana,sales_call,notification_engine,80,"{'call_duration_mins': 17, 'call_outcome': 'Positive'}"
E142404,2026-04-25 5:29:03,64000230,Kadakia-Shetty,Premium Stable Seller,Maximiser Pro,Chennai,response_sent,seller_portal,7,"{'response_time_mins': 36, 'platform': 'App'}"
E142405,2026-05-07 15:03:23,64000257,Dube Inc,Power Seller,Mini Dynamic Catalog (Annual),Delhi,lead_received,buyer_platform,92,"{'intent_score': 97, 'category': 'Chemicals', 'source': 'Direct'}"
E142406,2026-05-06 18:13:02,64000717,"Ramakrishnan, Tata and Kohli",New Seller,Trustseal Pro,Mumbai,catalog_updated,seller_portal,21,{'products_updated': 1}
E142407,2026-05-11 9:32:31,64000606,Batra PLC,Premium Stable Seller,Free,Surat,product_added,notification_engine,34,{'products_added': 2}
E142408,2026-04-26 23:13:23,64000533,Balan-Thaker,New Seller,Trustseal Pro,Ahmedabad,hot_lead_missed,crm_system,21,"{'intent_score': 93, 'penalty_score': 5}"
E142409,2026-04-21 20:06:46,64000224,Shetty LLC,New Seller,IM Star Pro,Bengaluru,lead_received,crm_system,12,"{'intent_score': 56, 'category': 'Industrial', 'source': 'Direct'}"
E142410,2026-05-14 17:11:57,64000295,Deol-Swaminathan,New Seller,Trustseal Pro,Ludhiana,catalog_updated,notification_engine,54,{'products_updated': 5}
E142411,2026-04-28 21:31:21,64000648,Sarma-Garde,New Seller,IM Star Pro,Chennai,login,notification_engine,46,{'platform': 'Desktop'}
E142412,2026-05-10 3:47:57,64000680,Guha Ltd,New Seller,IM Leader Pro,Mumbai,lead_received,buyer_platform,3,"{'intent_score': 56, 'category': 'Chemicals', 'source': 'Direct'}"
E142413,2026-04-26 11:04:51,64000921,Saxena-Vora,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Delhi,notification_opened,crm_system,71,{'channel': 'Email'}
E142414,2026-04-17 15:47:52,64000712,"Sachdeva, Tara and Devan",Free Active Seller,Free,Surat,lead_consumed,crm_system,43,{'platform': 'Desktop'}
E142415,2026-04-15 11:31:27,64000131,Bobal Group,Churning Seller,Maximiser Pro,Jaipur,lead_received,seller_portal,61,"{'intent_score': 46, 'category': 'Industrial', 'source': 'BizFeed'}"
E142416,2026-04-17 8:17:55,64000011,Kothari Ltd,New Seller,Mini Dynamic Catalog (Monthly),Jaipur,sales_call,buyer_platform,64,"{'call_duration_mins': 16, 'call_outcome': 'Positive'}"
E142417,2026-05-05 20:23:51,64000422,Saran Inc,Churning Seller,Free,Ludhiana,support_ticket,buyer_platform,45,"{'ticket_type': 'Lead Quality', 'priority': 'Medium'}"
E142418,2026-05-06 1:00:18,64000247,"Das, Sahni and Sidhu",Free Active Seller,Free,Ahmedabad,catalog_updated,buyer_platform,98,{'products_updated': 5}
E142419,2026-04-27 14:16:57,64000342,"Uppal, Soman and Shankar",Free Active Seller,Free,Jaipur,product_added,seller_portal,41,{'products_added': 6}
E142420,2026-05-05 3:40:47,64000210,Dara Ltd,New Seller,Free,Bengaluru,lead_received,crm_system,57,"{'intent_score': 73, 'category': 'Machinery', 'source': 'Direct'}"
E142421,2026-05-05 0:53:40,64000228,Lala PLC,Free Active Seller,Free,Chennai,product_added,buyer_platform,21,{'products_added': 7}
E142422,2026-05-07 16:37:38,64000226,Sagar-Sarna,Churning Seller,Maximiser Pro,Bengaluru,hot_lead_missed,buyer_platform,78,"{'intent_score': 95, 'penalty_score': 20}"
E142423,2026-04-22 8:11:46,64000957,Dugar-Badal,Free Active Seller,Free,Chennai,product_added,crm_system,78,{'products_added': 5}
E142424,2026-05-12 1:44:50,64000705,"Bir, Anand and Johal",Power Seller,Trustseal Pro,Ahmedabad,response_sent,buyer_platform,41,"{'response_time_mins': 44, 'platform': 'Mobile Site'}"
E142425,2026-05-09 3:43:52,64000335,"Raju, Varkey and Gour",Churning Seller,Free,Mumbai,hot_lead_missed,seller_portal,66,"{'intent_score': 88, 'penalty_score': 9}"
E142426,2026-04-25 13:18:48,64000688,"Mani, Kakar and Boase",Premium Stable Seller,Mini Dynamic Catalog (Monthly),Ahmedabad,catalog_updated,seller_portal,33,{'products_updated': 2}
E142427,2026-04-15 23:36:45,64000968,"Dewan, Sane and Dhar",Premium Stable Seller,IM Leader Pro,Delhi,login,seller_portal,88,{'platform': 'Mobile Site'}
E142428,2026-04-22 20:57:08,64000533,Balan-Thaker,New Seller,Trustseal Pro,Ahmedabad,lead_consumed,notification_engine,28,{'platform': 'Desktop'}
E142429,2026-04-24 1:52:58,64000907,"Garde, Bora and Kant",Free Active Seller,Free,Mumbai,lead_received,notification_engine,25,"{'intent_score': 91, 'category': 'Chemicals', 'source': 'ASTBuy'}"
E142430,2026-05-11 10:34:12,64000246,Bhatia and Sons,Premium Stable Seller,IM Star Pro,Ludhiana,catalog_updated,notification_engine,23,{'products_updated': 10}
E142431,2026-04-26 7:46:03,64000769,"Dara, Brahmbhatt and Jani",Power Seller,IM IL,Mumbai,lead_received,seller_portal,54,"{'intent_score': 78, 'category': 'Machinery', 'source': 'BizFeed'}"
E142432,2026-04-18 19:38:09,64000234,"Deo, Kibe and Khanna",New Seller,IM Star Pro,Ahmedabad,catalog_updated,crm_system,52,{'products_updated': 12}
E142433,2026-05-13 16:07:18,64000404,"Raman, Mane and Baral",Churning Seller,Free,Jaipur,lead_received,notification_engine,43,"{'intent_score': 67, 'category': 'Industrial', 'source': 'ASTBuy'}"
E142434,2026-04-21 23:14:16,64000961,Madan-Sethi,Lazy Seller,Free,Chennai,lead_received,buyer_platform,91,"{'intent_score': 87, 'category': 'Machinery', 'source': 'Direct'}"
E142435,2026-05-02 19:57:24,64000452,Bhatia Group,Premium Stable Seller,Mini Dynamic Catalog (Annual),Gurugram,notification_opened,buyer_platform,15,{'channel': 'WhatsApp'}
E142436,2026-04-24 11:09:32,64000837,Dhawan-Gour,Churning Seller,IM Star Pro,Chennai,hot_lead_missed,crm_system,23,"{'intent_score': 92, 'penalty_score': 18}"
E142437,2026-04-22 9:43:07,64000663,Thaker-Lanka,Free Active Seller,Free,Jaipur,lead_received,buyer_platform,72,"{'intent_score': 67, 'category': 'Garments', 'source': 'Direct'}"
E142438,2026-04-21 6:34:02,64000395,Saraf-Badal,Churning Seller,Trustseal Pro,Ahmedabad,lead_received,crm_system,89,"{'intent_score': 59, 'category': 'Garments', 'source': 'BizFeed'}"
E142439,2026-05-12 9:23:57,64000097,Lala Group,Free Active Seller,Free,Bengaluru,response_sent,seller_portal,42,"{'response_time_mins': 19, 'platform': 'Desktop'}"
E142440,2026-04-17 6:37:11,64000601,Tiwari-Arora,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Noida,response_sent,crm_system,25,"{'response_time_mins': 58, 'platform': 'Desktop'}"
E142441,2026-05-02 4:23:56,64000709,"Gill, Sami and Butala",Churning Seller,Maximiser Pro,Ahmedabad,response_sent,crm_system,92,"{'response_time_mins': 53, 'platform': 'App'}"
E142442,2026-05-10 13:33:59,64000407,Dhawan Inc,New Seller,Mini Dynamic Catalog (Monthly),Chennai,product_added,crm_system,57,{'products_added': 8}
E142443,2026-05-13 10:54:19,64000836,Khurana LLC,New Seller,Mini Dynamic Catalog (Monthly),Gurugram,hot_lead_missed,seller_portal,4,"{'intent_score': 86, 'penalty_score': 8}"
E142444,2026-04-29 2:26:03,64000681,"Mangat, Kapoor and Goswami",Lazy Seller,IM Star Pro,Noida,response_sent,buyer_platform,92,"{'response_time_mins': 42, 'platform': 'App'}"
E142445,2026-05-07 18:38:27,64000665,"Sridhar, Bhatnagar and Dada",Churning Seller,IM IL,Surat,renewal_warning,seller_portal,2,"{'risk_score': 84, 'reason': 'High Response Delay'}"
E142446,2026-04-22 4:26:44,64000960,Chhabra PLC,Premium Stable Seller,Mini Dynamic Catalog (Annual),Ludhiana,login,buyer_platform,54,{'platform': 'Mobile Site'}
E142447,2026-04-15 10:20:13,64000694,Vala-Dutt,Churning Seller,Free,Bengaluru,renewal_warning,buyer_platform,95,"{'risk_score': 92, 'reason': 'High Response Delay'}"
E142448,2026-05-13 19:48:55,64000044,"Tank, Date and Kalla",Power Seller,Maximiser Pro,Surat,response_sent,seller_portal,29,"{'response_time_mins': 31, 'platform': 'Mobile Site'}"
E142449,2026-04-24 22:33:12,64000658,Choudhary and Sons,Free Active Seller,Free,Jaipur,renewal_warning,seller_portal,67,"{'risk_score': 97, 'reason': 'High Response Delay'}"
E142450,2026-05-10 20:43:45,64000686,Seshadri-Amble,New Seller,Maximiser Pro,Ludhiana,login,buyer_platform,59,{'platform': 'Desktop'}
E142451,2026-04-22 4:19:54,64000228,Lala PLC,Free Active Seller,Free,Chennai,catalog_updated,notification_engine,8,{'products_updated': 2}
E142452,2026-05-01 13:07:45,64000511,"Amble, Raval and Baria",Lazy Seller,IM IL,Ludhiana,lead_received,crm_system,32,"{'intent_score': 51, 'category': 'Electronics', 'source': 'BizFeed'}"
E142453,2026-05-06 9:07:42,64000988,"Sahota, Dewan and Bassi",Power Seller,Mini Dynamic Catalog (Annual),Mumbai,response_sent,buyer_platform,19,"{'response_time_mins': 30, 'platform': 'App'}"
E142454,2026-05-01 16:45:02,64000746,Sarraf-Butala,Power Seller,Trustseal Pro,Surat,lead_consumed,crm_system,25,{'platform': 'App'}
E142455,2026-05-12 2:30:03,64000195,Kannan PLC,Free Active Seller,Free,Surat,login,seller_portal,63,{'platform': 'App'}
E142456,2026-04-24 1:36:43,64000440,Khare Inc,Lazy Seller,Maximiser Pro,Jaipur,response_sent,notification_engine,75,"{'response_time_mins': 23, 'platform': 'Mobile Site'}"
E142457,2026-04-29 13:36:25,64000139,Agate-Vala,Premium Stable Seller,Mini Dynamic Catalog (Annual),Delhi,catalog_updated,buyer_platform,65,{'products_updated': 12}
E142458,2026-05-07 7:45:42,64000841,"Chopra, Ranganathan and Chacko",New Seller,Maximiser Pro,Chennai,hot_lead_missed,notification_engine,59,"{'intent_score': 97, 'penalty_score': 7}"
E142459,2026-05-13 19:23:34,64000083,Ray LLC,Free Active Seller,Free,Delhi,product_added,buyer_platform,88,{'products_added': 2}
E142460,2026-04-29 4:52:53,64000292,D’Alia LLC,Free Active Seller,Free,Ludhiana,login,notification_engine,86,{'platform': 'Mobile Site'}
E142461,2026-04-15 23:05:49,64000255,Dayal-Kala,Free Active Seller,Free,Mumbai,response_sent,seller_portal,46,"{'response_time_mins': 50, 'platform': 'App'}"
E142462,2026-05-11 5:24:40,64000353,Kothari-Loyal,Free Active Seller,Free,Ludhiana,notification_opened,seller_portal,91,{'channel': 'WhatsApp'}
E142463,2026-05-12 13:16:14,64000538,Chokshi-Chacko,Free Active Seller,Free,Chennai,lead_received,crm_system,60,"{'intent_score': 52, 'category': 'Industrial', 'source': 'Direct'}"
E142464,2026-04-18 12:10:08,64000421,"Vora, Bahl and Kata",Power Seller,IM Leader Pro,Gurugram,response_sent,notification_engine,25,"{'response_time_mins': 16, 'platform': 'Desktop'}"
E142465,2026-05-04 3:43:21,64000083,Ray LLC,Free Active Seller,Free,Delhi,lead_received,crm_system,13,"{'intent_score': 53, 'category': 'Garments', 'source': 'BizFeed'}"
E142466,2026-05-11 22:34:37,64000538,Chokshi-Chacko,Free Active Seller,Free,Chennai,lead_received,notification_engine,28,"{'intent_score': 91, 'category': 'Electronics', 'source': 'Direct'}"
E142467,2026-05-06 20:28:29,64000139,Agate-Vala,Premium Stable Seller,Mini Dynamic Catalog (Annual),Delhi,lead_received,seller_portal,59,"{'intent_score': 68, 'category': 'Electronics', 'source': 'ASTBuy'}"
E142468,2026-05-09 23:47:49,64000821,Dewan LLC,Power Seller,Trustseal Pro,Ahmedabad,login,buyer_platform,71,{'platform': 'Desktop'}
E142469,2026-04-20 0:09:55,64000529,Dara-Bhavsar,New Seller,IM Star Pro,Jaipur,hot_lead_missed,seller_portal,91,"{'intent_score': 99, 'penalty_score': 19}"
E142470,2026-05-08 4:18:30,64000864,Sama-Garde,New Seller,Maximiser Pro,Noida,login,seller_portal,29,{'platform': 'App'}
E142471,2026-04-16 12:12:17,64000908,Karan LLC,Churning Seller,Trustseal Pro,Jaipur,sales_call,seller_portal,91,"{'call_duration_mins': 16, 'call_outcome': 'Positive'}"
E142472,2026-05-12 10:46:41,64000840,Mangal-Chaudry,Lazy Seller,Trustseal Pro,Gurugram,lead_consumed,notification_engine,40,{'platform': 'Desktop'}
E142473,2026-04-16 0:14:39,64000853,"Solanki, Setty and Chanda",Power Seller,Mini Dynamic Catalog (Annual),Gurugram,lead_consumed,crm_system,25,{'platform': 'App'}
E142474,2026-04-24 13:34:56,64000798,Sarraf Group,Premium Stable Seller,Free,Mumbai,response_sent,seller_portal,91,"{'response_time_mins': 32, 'platform': 'Desktop'}"
E142475,2026-05-07 7:22:07,64000456,Mammen-Ben,Churning Seller,IM IL,Chennai,lead_received,notification_engine,64,"{'intent_score': 54, 'category': 'Machinery', 'source': 'ASTBuy'}"
E142476,2026-04-24 4:40:53,64000568,Sachdeva-Kohli,New Seller,IM Leader Pro,Mumbai,lead_consumed,buyer_platform,15,{'platform': 'Desktop'}
E142477,2026-05-03 20:54:06,64000882,Chokshi PLC,Lazy Seller,Maximiser Pro,Delhi,hot_lead_missed,notification_engine,19,"{'intent_score': 87, 'penalty_score': 18}"
E142478,2026-05-14 2:25:56,64000087,Mallick-Sanghvi,Premium Stable Seller,Free,Ludhiana,response_sent,buyer_platform,48,"{'response_time_mins': 29, 'platform': 'App'}"
E142479,2026-04-19 4:36:15,64000154,Kumer Group,Churning Seller,Free,Gurugram,lead_received,crm_system,100,"{'intent_score': 88, 'category': 'Industrial', 'source': 'BizFeed'}"
E142480,2026-04-19 14:09:38,64000627,Bhatnagar-Deo,Lazy Seller,Mini Dynamic Catalog (Annual),Gurugram,catalog_updated,notification_engine,55,{'products_updated': 7}
E142481,2026-04-23 0:59:38,64000764,"Bhasin, Madan and Raval",New Seller,Trustseal Pro,Ahmedabad,notification_opened,seller_portal,23,{'channel': 'Email'}
E142482,2026-05-04 15:57:03,64000456,Mammen-Ben,Churning Seller,IM IL,Chennai,hot_lead_missed,seller_portal,2,"{'intent_score': 90, 'penalty_score': 13}"
E142483,2026-05-07 13:41:14,64000137,"Sha, Rajan and Mall",Lazy Seller,IM Star Pro,Noida,support_ticket,seller_portal,7,"{'ticket_type': 'Billing', 'priority': 'High'}"
E142484,2026-04-22 2:12:46,64000461,Kumar Group,Power Seller,Maximiser Pro,Bengaluru,lead_consumed,notification_engine,36,{'platform': 'Mobile Site'}
E142485,2026-04-22 7:45:06,64000630,Mand-Suresh,Churning Seller,IM IL,Ludhiana,login,crm_system,6,{'platform': 'Desktop'}
E142486,2026-04-26 6:35:03,64000557,Sabharwal-Kothari,Lazy Seller,IM Star Pro,Bengaluru,quotation_sent,buyer_platform,66,{'quotation_value': 92928}
E142487,2026-04-24 23:04:44,64000139,Agate-Vala,Premium Stable Seller,Mini Dynamic Catalog (Annual),Delhi,quotation_sent,seller_portal,12,{'quotation_value': 193182}
E142488,2026-04-15 16:35:08,64000246,Bhatia and Sons,Premium Stable Seller,IM Star Pro,Ludhiana,response_sent,buyer_platform,51,"{'response_time_mins': 30, 'platform': 'App'}"
E142489,2026-05-07 10:39:51,64000168,Sood-Gade,Free Active Seller,Free,Chennai,lead_received,crm_system,1,"{'intent_score': 91, 'category': 'Chemicals', 'source': 'ASTBuy'}"
E142490,2026-04-15 6:34:16,64000685,Kurian-Dani,Churning Seller,IM Leader Pro,Bengaluru,support_ticket,crm_system,74,"{'ticket_type': 'Lead Quality', 'priority': 'Medium'}"
E142491,2026-04-30 13:06:45,64000392,"Grover, Sampath and Ganguly",Free Active Seller,Free,Gurugram,notification_opened,crm_system,80,{'channel': 'WhatsApp'}
E142492,2026-05-06 9:37:08,64000102,Dasgupta Group,Premium Stable Seller,IM IL,Mumbai,response_sent,notification_engine,43,"{'response_time_mins': 39, 'platform': 'App'}"
E142493,2026-05-03 0:47:37,64000284,"Kari, Bains and Sen",New Seller,IM IL,Delhi,product_added,crm_system,63,{'products_added': 5}
E142494,2026-04-30 16:51:30,64000788,Chakraborty Group,Lazy Seller,IM IL,Noida,response_sent,buyer_platform,36,"{'response_time_mins': 16, 'platform': 'Desktop'}"
E142495,2026-05-04 19:47:03,64000204,Vohra PLC,Churning Seller,Mini Dynamic Catalog (Monthly),Delhi,hot_lead_missed,notification_engine,69,"{'intent_score': 89, 'penalty_score': 18}"
E142496,2026-04-21 11:49:03,64000791,Sant-Aggarwal,Churning Seller,IM Leader Pro,Chennai,product_added,buyer_platform,83,{'products_added': 7}
E142497,2026-05-06 12:10:34,64000235,"Chand, Sunder and Roy",Lazy Seller,Mini Dynamic Catalog (Monthly),Ahmedabad,lead_received,seller_portal,61,"{'intent_score': 85, 'category': 'Industrial', 'source': 'ASTBuy'}"
E142498,2026-04-27 20:26:30,64000982,"Hora, Agrawal and Mannan",New Seller,Trustseal Pro,Jaipur,quotation_sent,notification_engine,91,{'quotation_value': 98252}
E142499,2026-04-21 9:47:38,64000311,Sule-Sha,Churning Seller,Free,Chennai,lead_received,buyer_platform,59,"{'intent_score': 54, 'category': 'Machinery', 'source': 'ASTBuy'}"
E142500,2026-05-07 0:44:34,64000142,Halder-Agate,New Seller,Maximiser Pro,Gurugram,quotation_sent,seller_portal,98,{'quotation_value': 96623}
E142501,2026-04-25 13:24:19,64000083,Ray LLC,Free Active Seller,Free,Delhi,login,buyer_platform,90,{'platform': 'Desktop'}
E142502,2026-04-17 2:51:56,64000861,Gulati-Raju,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Ahmedabad,login,notification_engine,61,{'platform': 'Mobile Site'}
E142503,2026-04-16 21:15:53,64000875,Bhardwaj-Chad,New Seller,Mini Dynamic Catalog (Annual),Mumbai,login,crm_system,65,{'platform': 'App'}
E142504,2026-05-01 18:21:22,64000691,Konda-Hayer,New Seller,IM Star Pro,Bengaluru,lead_received,buyer_platform,20,"{'intent_score': 83, 'category': 'Industrial', 'source': 'BizFeed'}"
E142505,2026-05-12 10:22:13,64000756,"Barad, Jhaveri and Karnik",Lazy Seller,Mini Dynamic Catalog (Annual),Mumbai,lead_received,buyer_platform,8,"{'intent_score': 87, 'category': 'Electronics', 'source': 'Direct'}"
E142506,2026-04-20 8:26:13,64000113,Guha-Sarraf,Churning Seller,IM IL,Gurugram,support_ticket,crm_system,47,"{'ticket_type': 'Billing', 'priority': 'Low'}"
E142507,2026-05-08 19:23:59,64000761,"Chakrabarti, Guha and Chopra",New Seller,IM Star Pro,Surat,product_added,buyer_platform,67,{'products_added': 6}
E142508,2026-04-27 19:18:05,64000297,Majumdar-Seth,Power Seller,Mini Dynamic Catalog (Monthly),Chennai,login,seller_portal,36,{'platform': 'Mobile Site'}
E142509,2026-05-10 2:02:15,64000111,Khalsa-Lata,New Seller,Free,Gurugram,response_sent,buyer_platform,26,"{'response_time_mins': 29, 'platform': 'App'}"
E142510,2026-04-26 7:59:29,64000800,Sawhney-Chacko,New Seller,Free,Chennai,lead_received,seller_portal,23,"{'intent_score': 80, 'category': 'Chemicals', 'source': 'Direct'}"
E142511,2026-04-27 9:23:41,64000758,Gour-Kamdar,New Seller,Maximiser Pro,Jaipur,hot_lead_missed,notification_engine,8,"{'intent_score': 93, 'penalty_score': 17}"
