seller_id,company_name,city,state,business_type,years_active,service_name,weekly_bl_allocation,revenue_band,persona_type,catalog_quality_score,total_products,active_categories,avg_weekly_leads,avg_weekly_lead_consumption,avg_response_rate,avg_response_time_mins,preferred_platform,seller_rating,engagement_score,seller_health_score,churn_risk,upsell_probability,last_active_days_ago,notification_open_rate,support_ticket_count,preferred_market,primary_category,secondary_categories
64000498,Chahal-Gola,Bengaluru,Karnataka,LLP,3,Free,0,40L-1.5Cr,Premium Stable Seller,88,127,14,6,1,94,8,Desktop,3.71,94,95,Low,31,0,14,2,Export,Machinery,Juice Machine|Lathe Machine|Mixer Machine
64000499,Kadakia-Rastogi,Bengaluru,Karnataka,Proprietorship,10,Free,0,40L-1.5Cr,Free Active Seller,78,301,34,13,6,69,16,App,3.98,89,81,Medium,77,25,17,6,Export,Furniture,Wooden Table|Office Chair|Sofa
64000500,Wadhwa-Buch,Mumbai,Maharashtra,Proprietorship,2,IM Star Pro,30,1.5Cr-5Cr,New Seller,75,356,67,25,13,67,22,App,3.84,62,56,Medium,53,9,39,3,Regional,Machinery,Packaging Machine|Lathe Machine|Mixer Machine
64000501,"Varkey, Devi and Gokhale",Ludhiana,Punjab,Partnership,9,IM IL,70,10L-40L,Power Seller,84,418,36,23,7,95,12,Desktop,3.84,82,93,Low,20,2,15,6,Regional,Machinery,Packaging Machine|Mixer Machine|Juice Machine
64000502,"Srinivasan, Ramesh and D’Alia",Gurugram,Haryana,Proprietorship,9,IM Star Pro,30,10L-40L,New Seller,73,378,75,41,17,71,41,Desktop,3.49,43,61,Medium,46,13,25,2,National,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000503,Bora PLC,Bengaluru,Karnataka,LLP,8,Trustseal Pro,14,10L-40L,Premium Stable Seller,86,84,20,29,9,78,13,Mobile Site,4.29,91,82,Low,36,2,24,3,Export,Leather,Passport Holder|Wallet|Card Holder
64000504,"Babu, Rana and Khalsa",Chennai,Tamil Nadu,LLP,12,Trustseal Pro,14,1.5Cr-5Cr,Lazy Seller,68,239,68,50,14,42,99,Mobile Site,4.66,26,24,High,13,12,20,6,National,Agriculture,Drip Irrigation|Pesticides|Seeds
64000505,"Borra, Hayre and Yogi",Gurugram,Haryana,Partnership,2,Maximiser Pro,21,40L-1.5Cr,New Seller,57,303,65,6,3,50,13,App,4.05,42,68,Medium,44,26,44,8,Export,Furniture,Sofa|Wooden Table|Office Chair
64000506,"Vyas, Chawla and Lad",Gurugram,Haryana,LLP,1,Maximiser Pro,21,40L-1.5Cr,Premium Stable Seller,78,398,69,10,9,91,14,Mobile Site,4.78,92,89,Low,22,3,34,3,Regional,Electronics,Adapters|HDMI Cable|Fiber Optic Cable
64000507,"Cherian, Dara and Chaudry",Gurugram,Haryana,Private Limited,14,IM Leader Pro,40,10L-40L,Churning Seller,51,77,45,36,34,57,88,App,3.71,44,25,High,16,29,19,4,Regional,Garments,Uniforms|Kids Wear|T-Shirts
64000508,Boase Group,Delhi,Delhi,LLP,4,Free,0,5Cr-20Cr,Free Active Seller,90,454,64,6,2,81,18,App,3.71,71,82,Medium,94,5,7,0,National,Garments,Kids Wear|Hoodies|T-Shirts
64000509,"Rajagopal, Wali and Kapadia",Mumbai,Maharashtra,LLP,6,Mini Dynamic Catalog (Annual),10,10L-40L,Power Seller,95,480,21,31,1,100,5,Desktop,4.51,82,98,Low,26,3,17,3,National,Furniture,Office Chair|Modular Desk|Wooden Table
64000510,Barad Inc,Jaipur,Rajasthan,Private Limited,5,Free,0,5Cr-20Cr,Free Active Seller,83,356,58,10,2,70,13,Desktop,3.81,78,71,Medium,89,16,13,1,Regional,Electronics,Fiber Optic Cable|Adapters|HDMI Cable
64000511,"Amble, Raval and Baria",Ludhiana,Punjab,Partnership,3,IM IL,70,5Cr-20Cr,Lazy Seller,61,360,36,20,13,22,60,Mobile Site,4.41,31,21,High,20,20,21,6,Export,Agriculture,Fertilizers|Pesticides|Drip Irrigation
64000512,Dugal-Kurian,Jaipur,Rajasthan,Proprietorship,2,Mini Dynamic Catalog (Monthly),7,10L-40L,Power Seller,86,370,32,8,5,89,7,App,4.02,96,82,Low,34,3,19,7,Regional,Furniture,Wooden Table|Office Chair|Modular Desk
64000513,Das Ltd,Jaipur,Rajasthan,Proprietorship,10,Trustseal Pro,14,10L-40L,Churning Seller,57,361,56,17,7,47,39,Mobile Site,4.44,36,42,High,12,27,40,2,Regional,Leather,Card Holder|Organizer Bag|Laptop Sleeve
64000514,"Lall, Kaul and Saran",Chennai,Tamil Nadu,Proprietorship,4,Trustseal Pro,14,5Cr-20Cr,Power Seller,94,29,80,17,1,86,6,App,4.09,86,86,Low,23,0,45,3,Regional,Leather,Passport Holder|Organizer Bag|Wallet
64000515,Shukla Ltd,Surat,Gujarat,LLP,8,IM IL,70,40L-1.5Cr,Power Seller,83,199,55,36,20,94,3,Desktop,3.2,88,93,Low,18,0,43,5,Regional,Machinery,Juice Machine|Lathe Machine|Mixer Machine
64000516,Hans-Chhabra,Ludhiana,Punjab,LLP,5,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Premium Stable Seller,91,175,16,11,10,83,7,App,3.81,90,89,Low,25,0,24,8,Export,Packaging,Plastic Pouch|Corrugated Box|Labels
64000517,"Sheth, Kibe and Chaudhry",Surat,Gujarat,Proprietorship,11,Free,0,40L-1.5Cr,Free Active Seller,76,342,79,8,0,83,11,Desktop,4.4,72,71,Medium,79,23,7,1,Export,Electronics,HDMI Cable|Adapters|Wireless CCTV
64000518,"Sha, Kalita and Issac",Chennai,Tamil Nadu,Private Limited,5,Free,0,1.5Cr-5Cr,New Seller,79,85,26,18,8,51,44,App,3.96,63,49,Medium,36,29,8,6,Regional,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000519,"Roy, Sharaf and Gera",Noida,Uttar Pradesh,LLP,9,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,Premium Stable Seller,83,309,9,55,3,97,7,Mobile Site,4.11,79,87,Low,16,3,33,1,Regional,Packaging,Labels|Shipping Box|Plastic Pouch
64000520,"Edwin, Virk and Wadhwa",Noida,Uttar Pradesh,LLP,9,IM IL,70,1.5Cr-5Cr,Lazy Seller,57,323,3,117,65,33,63,App,4.65,10,20,High,11,19,19,4,Export,Chemicals,Cleaning Chemical|Industrial Solvents|Paint Chemical
64000521,"Varghese, Chaudhuri and Karnik",Gurugram,Haryana,Proprietorship,4,Maximiser Pro,21,10L-40L,Power Seller,91,158,8,36,6,86,12,Mobile Site,3.79,84,90,Low,14,0,39,5,National,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000522,"Venkataraman, Kadakia and Dayal",Gurugram,Haryana,Private Limited,12,IM IL,70,1.5Cr-5Cr,Churning Seller,78,441,47,33,17,48,66,Desktop,4.11,23,40,High,5,10,38,1,Export,Electronics,Wireless CCTV|Fiber Optic Cable|CCTV Camera
64000523,Gour-Karan,Jaipur,Rajasthan,Private Limited,14,Maximiser Pro,21,5Cr-20Cr,New Seller,69,342,52,24,14,52,30,App,3.45,48,51,Medium,53,12,31,1,National,Packaging,Plastic Pouch|Shipping Box|Corrugated Box
64000524,"Srinivas, Sachdev and Samra",Mumbai,Maharashtra,LLP,3,Maximiser Pro,21,40L-1.5Cr,Churning Seller,68,103,24,55,21,61,48,Desktop,3.44,38,20,High,14,24,28,3,National,Furniture,Sofa|Modular Desk|Office Chair
64000525,"Sharma, Gole and Choudhry",Jaipur,Rajasthan,Partnership,12,Trustseal Pro,14,40L-1.5Cr,Premium Stable Seller,78,76,3,53,13,97,4,Desktop,4.51,87,90,Low,15,0,18,2,Export,Machinery,Juice Machine|Mixer Machine|Packaging Machine
64000526,Cherian-Taneja,Chennai,Tamil Nadu,Partnership,13,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Power Seller,92,308,58,57,2,87,5,App,3.46,84,97,Low,34,2,4,8,Export,Agriculture,Pesticides|Fertilizers|Drip Irrigation
64000527,Dar-Kibe,Ludhiana,Punjab,Partnership,1,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Power Seller,91,487,30,6,1,88,10,Desktop,3.8,93,86,Low,10,3,19,3,Export,Machinery,Juice Machine|Lathe Machine|Packaging Machine
64000528,"Khanna, Vohra and Lad",Jaipur,Rajasthan,Partnership,8,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Churning Seller,57,190,17,28,1,36,61,Desktop,3.93,42,22,High,24,6,22,2,Export,Agriculture,Pesticides|Seeds|Drip Irrigation
64000529,Dara-Bhavsar,Jaipur,Rajasthan,Proprietorship,15,IM Star Pro,30,10L-40L,New Seller,74,158,65,52,29,71,28,Desktop,4.66,51,73,Medium,38,13,10,2,National,Garments,Hoodies|Uniforms|Corporate Wear
64000530,Dalal-Goel,Mumbai,Maharashtra,LLP,8,Free,0,5Cr-20Cr,New Seller,57,94,13,15,4,48,37,App,3.74,70,68,Medium,43,10,28,7,Export,Leather,Wallet|Organizer Bag|Card Holder
64000531,Bath-Bhargava,Jaipur,Rajasthan,Private Limited,3,Maximiser Pro,21,5Cr-20Cr,New Seller,67,272,70,34,12,58,45,Mobile Site,4.18,55,62,Medium,52,7,45,3,Export,Agriculture,Seeds|Pesticides|Drip Irrigation
64000532,Devi Group,Gurugram,Haryana,Proprietorship,6,Maximiser Pro,21,5Cr-20Cr,Power Seller,82,50,46,51,4,96,10,Desktop,4.62,95,86,Low,13,2,36,6,Regional,Agriculture,Seeds|Pesticides|Fertilizers
64000533,Balan-Thaker,Ahmedabad,Gujarat,Proprietorship,1,Trustseal Pro,14,10L-40L,New Seller,58,376,56,28,0,75,19,Mobile Site,4.19,52,68,Medium,35,27,31,2,Regional,Garments,Kids Wear|Uniforms|Corporate Wear
64000534,Tak Inc,Mumbai,Maharashtra,Private Limited,3,Maximiser Pro,21,5Cr-20Cr,Power Seller,84,113,62,22,16,85,11,App,4.43,93,86,Low,34,2,29,0,National,Packaging,Shipping Box|Plastic Pouch|Corrugated Box
64000535,"Ghose, Bava and Johal",Gurugram,Haryana,Proprietorship,1,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,New Seller,74,222,56,48,7,69,21,Mobile Site,4.05,56,50,Medium,35,22,15,6,Regional,Agriculture,Pesticides|Drip Irrigation|Seeds
64000536,Chawla-Sule,Ludhiana,Punjab,Partnership,9,Trustseal Pro,14,5Cr-20Cr,Lazy Seller,53,114,73,43,13,45,119,App,3.73,11,22,High,17,7,42,6,National,Packaging,Plastic Pouch|Corrugated Box|Shipping Box
64000537,Zachariah-D’Alia,Mumbai,Maharashtra,Partnership,13,Free,0,40L-1.5Cr,Free Active Seller,90,59,48,24,10,78,8,App,3.48,78,71,Medium,78,5,7,1,Regional,Electronics,CCTV Camera|Wireless CCTV|HDMI Cable
64000538,Chokshi-Chacko,Chennai,Tamil Nadu,Partnership,13,Free,0,5Cr-20Cr,Free Active Seller,76,157,12,23,1,82,8,Desktop,3.28,90,69,Medium,82,23,6,4,Regional,Electronics,Adapters|CCTV Camera|Wireless CCTV
64000539,Sheth Inc,Surat,Gujarat,Private Limited,7,Maximiser Pro,21,40L-1.5Cr,Premium Stable Seller,88,365,14,47,13,90,14,Desktop,4.2,86,82,Low,37,0,25,7,Export,Agriculture,Seeds|Fertilizers|Pesticides
64000540,"Balakrishnan, Bhandari and Kulkarni",Delhi,Delhi,Private Limited,3,Free,0,40L-1.5Cr,Churning Seller,52,92,22,21,10,35,54,App,3.69,33,45,High,25,19,40,6,Regional,Leather,Wallet|Card Holder|Laptop Sleeve
64000541,Zacharia-Shankar,Jaipur,Rajasthan,Proprietorship,4,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Premium Stable Seller,82,27,20,54,4,96,13,Desktop,3.97,90,81,Low,40,0,11,4,Regional,Packaging,Shipping Box|Labels|Plastic Pouch
64000542,Dua-Kari,Gurugram,Haryana,Private Limited,10,Free,0,40L-1.5Cr,Free Active Seller,81,152,62,13,12,67,6,Desktop,4.85,75,90,Medium,89,19,32,0,National,Electronics,Adapters|HDMI Cable|Fiber Optic Cable
64000543,Johal Ltd,Ludhiana,Punjab,LLP,7,Trustseal Pro,14,10L-40L,Premium Stable Seller,92,62,54,37,7,89,11,Mobile Site,4.86,94,88,Low,26,2,4,3,Export,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000544,"Char, Rajagopalan and Sood",Bengaluru,Karnataka,Partnership,3,IM Star Pro,30,5Cr-20Cr,Power Seller,94,218,61,16,11,90,11,Mobile Site,4.11,92,84,Low,17,3,30,1,Regional,Leather,Wallet|Passport Holder|Card Holder
64000545,"Kota, Babu and Srinivas",Mumbai,Maharashtra,Partnership,15,IM IL,70,1.5Cr-5Cr,Lazy Seller,52,329,64,32,30,45,82,App,3.27,12,25,High,15,8,10,7,Regional,Furniture,Modular Desk|Sofa|Wooden Table
64000546,Khalsa-Iyengar,Ahmedabad,Gujarat,Private Limited,10,IM IL,70,1.5Cr-5Cr,Power Seller,83,128,4,102,54,96,8,Mobile Site,3.5,95,88,Low,11,2,10,1,National,Packaging,Labels|Corrugated Box|Shipping Box
64000547,"Kalla, Lalla and Saini",Jaipur,Rajasthan,Partnership,5,Free,0,1.5Cr-5Cr,New Seller,68,114,8,7,6,61,23,Desktop,3.54,61,73,Medium,43,15,27,7,National,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000548,Sidhu LLC,Bengaluru,Karnataka,Proprietorship,12,IM Leader Pro,40,1.5Cr-5Cr,Lazy Seller,64,59,76,83,9,20,111,Desktop,3.46,35,43,High,11,15,30,2,National,Electronics,CCTV Camera|Wireless CCTV|Fiber Optic Cable
64000549,Bansal Inc,Surat,Gujarat,Partnership,13,IM IL,70,10L-40L,New Seller,63,458,18,86,57,61,10,Desktop,3.57,54,75,Medium,61,25,13,6,Export,Garments,Uniforms|Hoodies|T-Shirts
64000550,Goyal and Sons,Bengaluru,Karnataka,Proprietorship,10,Maximiser Pro,21,10L-40L,Lazy Seller,62,209,48,7,4,33,64,Mobile Site,4.05,31,33,High,5,14,30,6,National,Electronics,Adapters|CCTV Camera|HDMI Cable
64000551,Gola-Anand,Surat,Gujarat,Private Limited,14,IM IL,70,5Cr-20Cr,Premium Stable Seller,94,211,24,75,20,88,4,App,4.64,80,92,Low,28,3,45,6,Export,Garments,Uniforms|T-Shirts|Hoodies
64000552,Trivedi and Sons,Ludhiana,Punjab,Partnership,2,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Power Seller,82,247,66,42,0,98,3,Desktop,3.58,95,85,Low,30,2,30,8,National,Agriculture,Fertilizers|Pesticides|Seeds
64000553,"Behl, Doshi and Barad",Gurugram,Haryana,Proprietorship,14,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Lazy Seller,62,23,49,55,3,49,92,App,4.7,39,41,High,17,21,17,4,National,Garments,Uniforms|Corporate Wear|T-Shirts
64000554,"Sahota, Brahmbhatt and Chhabra",Ahmedabad,Gujarat,Partnership,15,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,Lazy Seller,40,191,23,41,6,21,59,Desktop,4.25,35,26,High,15,12,26,0,Export,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000555,"Talwar, Kunda and Ahluwalia",Jaipur,Rajasthan,Proprietorship,11,Trustseal Pro,14,5Cr-20Cr,Lazy Seller,65,70,18,37,1,40,106,Mobile Site,4.76,15,28,High,12,25,36,2,National,Furniture,Wooden Table|Sofa|Office Chair
64000556,Soman Group,Ahmedabad,Gujarat,Partnership,2,IM IL,70,1.5Cr-5Cr,Power Seller,82,215,5,100,16,89,2,Desktop,3.61,97,84,Low,28,3,15,4,Regional,Packaging,Plastic Pouch|Labels|Corrugated Box
64000557,Sabharwal-Kothari,Bengaluru,Karnataka,Proprietorship,12,IM Star Pro,30,10L-40L,Lazy Seller,43,346,76,18,3,37,50,Desktop,3.44,39,19,High,5,19,17,2,Regional,Leather,Card Holder|Laptop Sleeve|Passport Holder
64000558,Chada LLC,Gurugram,Haryana,LLP,14,Free,0,5Cr-20Cr,Free Active Seller,76,57,64,25,2,77,6,App,4.71,85,68,Medium,88,11,41,7,Regional,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000559,"Sandal, Kapoor and Toor",Mumbai,Maharashtra,Private Limited,1,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Churning Seller,53,299,2,15,4,51,69,Mobile Site,3.25,50,39,High,24,8,2,8,Export,Packaging,Shipping Box|Corrugated Box|Labels
64000560,Cherian-Goyal,Mumbai,Maharashtra,Proprietorship,14,Free,0,40L-1.5Cr,Free Active Seller,73,62,18,13,4,71,5,Desktop,3.79,80,72,Medium,82,20,36,4,National,Packaging,Labels|Plastic Pouch|Shipping Box
64000561,"Sarma, Atwal and Sarkar",Noida,Uttar Pradesh,LLP,9,Maximiser Pro,21,40L-1.5Cr,Lazy Seller,56,221,15,44,5,31,65,Mobile Site,4.03,31,42,High,13,30,29,6,Export,Machinery,Juice Machine|Mixer Machine|Packaging Machine
64000562,Mangal-Chawla,Ludhiana,Punjab,Private Limited,10,IM IL,70,1.5Cr-5Cr,Power Seller,95,439,10,62,10,91,11,Mobile Site,3.9,91,93,Low,30,0,39,8,National,Agriculture,Seeds|Pesticides|Fertilizers
64000563,"Sami, Jayaraman and Raju",Jaipur,Rajasthan,Partnership,2,IM Leader Pro,40,1.5Cr-5Cr,Churning Seller,63,356,49,52,9,41,70,Desktop,3.22,35,22,High,11,29,45,0,Export,Packaging,Labels|Shipping Box|Corrugated Box
64000564,"Chopra, Balakrishnan and Atwal",Surat,Gujarat,Proprietorship,8,IM Leader Pro,40,10L-40L,Premium Stable Seller,85,128,69,32,6,95,4,Mobile Site,4.72,87,87,Low,34,2,27,6,National,Furniture,Wooden Table|Modular Desk|Office Chair
64000565,Bedi-Bhasin,Surat,Gujarat,Proprietorship,4,Free,0,40L-1.5Cr,Power Seller,97,251,23,24,10,86,6,Mobile Site,3.24,93,85,Low,13,3,2,0,National,Agriculture,Pesticides|Seeds|Drip Irrigation
64000566,Sandhu-Comar,Ludhiana,Punjab,Proprietorship,14,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Lazy Seller,42,444,55,51,4,41,42,App,3.88,12,30,High,8,13,36,5,National,Garments,Corporate Wear|Kids Wear|Hoodies
64000567,Srinivasan-Dua,Chennai,Tamil Nadu,Partnership,7,Free,0,10L-40L,Free Active Seller,84,500,15,5,1,80,18,Desktop,3.38,90,71,Medium,86,6,21,6,Regional,Garments,T-Shirts|Uniforms|Corporate Wear
64000568,Sachdeva-Kohli,Mumbai,Maharashtra,Partnership,4,IM Leader Pro,40,1.5Cr-5Cr,New Seller,72,42,16,11,4,45,13,App,4.37,48,73,Medium,60,7,25,4,Export,Machinery,Mixer Machine|Packaging Machine|Juice Machine
64000569,Yogi PLC,Mumbai,Maharashtra,Proprietorship,10,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Lazy Seller,48,346,59,47,1,40,58,Mobile Site,4.01,34,33,High,18,21,32,4,National,Furniture,Office Chair|Modular Desk|Sofa
64000570,"Verma, Dutt and Chander",Noida,Uttar Pradesh,Proprietorship,2,Free,0,10L-40L,Free Active Seller,79,357,28,7,1,87,6,Desktop,3.22,81,85,Medium,82,20,14,7,National,Electronics,Wireless CCTV|HDMI Cable|Fiber Optic Cable
64000571,"Yadav, Jha and Doshi",Ahmedabad,Gujarat,LLP,2,Free,0,10L-40L,Free Active Seller,76,409,41,19,4,91,14,Desktop,3.57,86,84,Medium,85,21,24,6,National,Machinery,Mixer Machine|Packaging Machine|Juice Machine
64000572,"Ramesh, Yadav and Bajwa",Chennai,Tamil Nadu,Proprietorship,13,Maximiser Pro,21,10L-40L,Lazy Seller,44,465,75,18,4,37,94,Mobile Site,3.39,15,36,High,14,19,2,7,Regional,Furniture,Modular Desk|Wooden Table|Sofa
64000573,Sampath-Sethi,Ludhiana,Punjab,Partnership,8,Free,0,5Cr-20Cr,New Seller,66,201,57,11,2,53,17,Mobile Site,3.77,69,62,Medium,37,17,29,4,National,Furniture,Sofa|Wooden Table|Modular Desk
64000574,"Banik, Behl and Sami",Gurugram,Haryana,Partnership,11,IM IL,70,10L-40L,Lazy Seller,52,291,79,68,66,38,64,Mobile Site,3.28,22,20,High,13,18,16,1,Regional,Agriculture,Seeds|Pesticides|Fertilizers
64000575,"Sabharwal, Varghese and Sen",Gurugram,Haryana,Partnership,15,IM Star Pro,30,40L-1.5Cr,Power Seller,89,471,53,55,12,87,10,Mobile Site,4.6,83,90,Low,17,0,45,4,National,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000576,"Chaudhuri, Gill and Kata",Ahmedabad,Gujarat,Proprietorship,13,IM Leader Pro,40,1.5Cr-5Cr,Churning Seller,70,277,63,44,15,48,61,Mobile Site,3.32,20,23,High,10,10,12,5,National,Packaging,Corrugated Box|Plastic Pouch|Shipping Box
64000577,Brahmbhatt-Dora,Mumbai,Maharashtra,Partnership,11,IM IL,70,10L-40L,Lazy Seller,61,107,3,81,45,21,62,App,4.68,18,43,High,7,20,31,1,Regional,Leather,Passport Holder|Organizer Bag|Card Holder
64000578,Sama-Acharya,Delhi,Delhi,Private Limited,14,Trustseal Pro,14,1.5Cr-5Cr,Churning Seller,74,251,64,52,5,39,37,Mobile Site,4.03,26,29,High,15,22,24,7,Regional,Packaging,Plastic Pouch|Corrugated Box|Shipping Box
64000579,Keer Group,Surat,Gujarat,Private Limited,12,Free,0,5Cr-20Cr,Free Active Seller,86,158,68,25,0,89,15,Desktop,4.32,89,83,Medium,78,9,10,5,National,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000580,Barman LLC,Delhi,Delhi,Proprietorship,10,IM IL,70,5Cr-20Cr,New Seller,66,213,15,40,40,51,15,Mobile Site,3.5,46,74,Medium,65,26,44,5,National,Agriculture,Pesticides|Fertilizers|Drip Irrigation
64000581,Dua-Ramachandran,Jaipur,Rajasthan,LLP,5,Free,0,5Cr-20Cr,Free Active Seller,76,447,80,8,6,66,14,Mobile Site,4.85,86,90,Medium,85,30,23,4,Regional,Agriculture,Drip Irrigation|Seeds|Fertilizers
64000582,Talwar-Kota,Delhi,Delhi,LLP,15,Trustseal Pro,14,5Cr-20Cr,New Seller,69,339,73,47,2,66,19,App,3.31,56,75,Medium,44,14,19,0,National,Leather,Wallet|Card Holder|Passport Holder
64000583,Chana Ltd,Delhi,Delhi,Proprietorship,5,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Premium Stable Seller,79,358,2,8,4,93,7,App,4.53,75,91,Low,26,1,33,8,Regional,Garments,Hoodies|T-Shirts|Kids Wear
64000584,"Shanker, Deep and Vaidya",Gurugram,Haryana,Private Limited,3,Maximiser Pro,21,5Cr-20Cr,New Seller,68,262,47,36,21,63,15,App,3.88,49,52,Medium,36,25,7,4,National,Garments,T-Shirts|Kids Wear|Hoodies
64000585,Sinha Ltd,Chennai,Tamil Nadu,Private Limited,3,IM IL,70,10L-40L,Premium Stable Seller,88,233,72,30,9,96,5,App,4.16,81,86,Low,19,2,41,7,Export,Machinery,Packaging Machine|Lathe Machine|Mixer Machine
64000586,"Srinivas, Dave and Contractor",Mumbai,Maharashtra,LLP,13,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Lazy Seller,48,259,47,32,7,53,96,App,3.25,32,25,High,16,18,36,0,National,Garments,Uniforms|Kids Wear|Hoodies
64000587,"Johal, Gera and Gole",Gurugram,Haryana,Proprietorship,10,Free,0,5Cr-20Cr,Free Active Seller,77,298,74,14,0,83,13,Desktop,3.89,81,72,Medium,94,29,1,7,Export,Garments,Hoodies|Kids Wear|Corporate Wear
64000588,"Madan, Behl and Dhaliwal",Noida,Uttar Pradesh,Partnership,2,IM Star Pro,30,40L-1.5Cr,Power Seller,85,266,44,12,1,95,11,Mobile Site,3.45,83,91,Low,28,0,32,2,Regional,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000589,Dewan Group,Mumbai,Maharashtra,Private Limited,11,Free,0,10L-40L,Free Active Seller,70,78,10,5,1,90,12,Mobile Site,3.36,89,90,Medium,81,24,14,1,National,Garments,T-Shirts|Corporate Wear|Kids Wear
64000590,"Sagar, Buch and Sahota",Delhi,Delhi,LLP,7,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Power Seller,91,153,80,48,7,97,9,Desktop,4.28,85,89,Low,27,0,12,2,Export,Furniture,Office Chair|Sofa|Wooden Table
64000591,Uppal Group,Ahmedabad,Gujarat,Proprietorship,9,Maximiser Pro,21,5Cr-20Cr,New Seller,70,321,65,52,21,60,28,App,4.39,49,66,Medium,38,13,7,7,National,Leather,Passport Holder|Laptop Sleeve|Organizer Bag
64000592,Bhardwaj-Sastry,Jaipur,Rajasthan,Proprietorship,1,Free,0,1.5Cr-5Cr,Free Active Seller,84,175,6,25,14,68,14,Desktop,4,82,68,Medium,93,6,30,4,Regional,Leather,Wallet|Laptop Sleeve|Organizer Bag
64000593,"Ganguly, Bhakta and Badami",Mumbai,Maharashtra,Private Limited,9,Maximiser Pro,21,5Cr-20Cr,Premium Stable Seller,89,355,21,50,20,94,9,Mobile Site,4.66,91,80,Low,20,2,9,4,Export,Furniture,Sofa|Wooden Table|Modular Desk
64000594,Ramaswamy Group,Ludhiana,Punjab,LLP,2,Free,0,1.5Cr-5Cr,New Seller,67,314,66,21,8,75,40,Mobile Site,4.82,59,66,Medium,40,9,23,6,Regional,Electronics,Fiber Optic Cable|Wireless CCTV|HDMI Cable
64000595,"Randhawa, Ramachandran and Samra",Delhi,Delhi,Partnership,14,Trustseal Pro,14,40L-1.5Cr,New Seller,62,263,43,53,3,48,16,Desktop,4.73,55,74,Medium,56,29,12,6,National,Machinery,Juice Machine|Mixer Machine|Packaging Machine
64000596,Dara LLC,Gurugram,Haryana,Partnership,10,Free,0,5Cr-20Cr,Free Active Seller,73,330,5,10,5,66,18,App,3.43,72,82,Medium,86,8,41,8,Regional,Garments,T-Shirts|Kids Wear|Uniforms
64000597,Chadha-Dixit,Ahmedabad,Gujarat,Private Limited,8,IM Star Pro,30,10L-40L,Lazy Seller,54,64,76,8,1,32,60,Desktop,4.72,23,41,High,11,11,24,6,Export,Packaging,Shipping Box|Corrugated Box|Plastic Pouch
64000598,Jaggi-Sidhu,Bengaluru,Karnataka,Partnership,6,Free,0,5Cr-20Cr,Churning Seller,56,336,73,9,1,43,85,Mobile Site,3.84,52,31,High,16,19,5,1,Regional,Leather,Passport Holder|Card Holder|Wallet
64000599,"Doctor, Swaminathan and Ganesan",Bengaluru,Karnataka,Private Limited,2,Free,0,10L-40L,Power Seller,89,134,39,13,6,86,11,Desktop,4.85,97,92,Low,10,2,5,8,Export,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000600,Bansal-Bhat,Ahmedabad,Gujarat,Private Limited,7,Mini Dynamic Catalog (Monthly),7,10L-40L,Premium Stable Seller,81,193,55,21,3,96,10,Desktop,3.55,83,78,Low,16,2,22,0,Regional,Machinery,Juice Machine|Lathe Machine|Mixer Machine
64000601,Tiwari-Arora,Noida,Uttar Pradesh,Partnership,13,Mini Dynamic Catalog (Monthly),7,10L-40L,Premium Stable Seller,89,265,18,22,0,80,9,App,4.06,94,80,Low,32,0,42,5,National,Furniture,Office Chair|Modular Desk|Wooden Table
64000602,"Reddy, Banerjee and Ghosh",Noida,Uttar Pradesh,Private Limited,13,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,Churning Seller,51,369,4,40,7,31,50,App,4.38,54,39,High,17,6,28,6,Export,Garments,Uniforms|Corporate Wear|T-Shirts
